ID;WORD;VOCALIZED;WORD_TYPE;SYNO_SET;SYNO_SET_VOCALIZED
300;اختبل;اِخْتَبَلَ;فعل;"جنّ";"جُنَّ"
301;اختتال;اِخْتِتال;مصدر;"خداع";"خِدَاع"
302;اختتام;اِخْتِتَام;مصدر;"إنهاء";"إِنْهاء"
303;اختتل;اِخْتَتَلَ;فعل;"خدع";"خَدَعَ"
304;اختصار;اِخْتِصَار;مصدر;"إيجاز;";"إِيجَاز;"
305;اختصام;اِخْتِصَام;مصدر;"تنازع;اختلاف";"تَنَازُع;اِخْتِلاَف"
306;اختصر;اِخْتَصَرَ;فعل;"أوجز;";"أَوْجَزَ;"
307;اختصم;اِخْتَصَمَ;فعل;"تنازع;اختلف";"تَنازَعَ;اِخْتَلَفَ"
308;اختفى;اِخْتَفى;فعل;"توارى;";"تَوارَى;"
309;اختفاء;اِخِتِفَاء;مصدر;"تواري;";"تَوَاري;"
310;اختلاب;اِخْتِلاَب;مصدر;"خداع;";"خِدَاع;"
311;اختلاج;اِخْتِلاج;مصدر;"تحرّك;اضطراب";"تَحَرُّك;اِضْطِرَاب"
312;اختلاس;اِخْتِلاس;مصدر;"سّلب;";"سَّلْب;"
313;اختلاف;اِخْتِلاف;مصدر;"تباين;مفارقة";"تَبَايُن;مُفَارَقَة"
314;اختلب;اِخْتَلَبَ;فعل;"خدع;";"خَدَعَ;"
315;اختلج;اِخْتَلَجَ;فعل;"تحرّك;اضطرب";"تَحَرَّكَ;اِضْطَرَبَ"
316;اختلس;اِخْتَلَسَ;فعل;"سلب;";"سَلَبَ;"
317;اختلف;اِخْتَلَفَ;فعل;"تباين;فارق";"تَبَايَنَ;فَارَقَ"
318;اختيال;اِخْتِيَال;مصدر;"تيه;";"تَيه;"
319;إخدار;إِخْدَار;مصدر;"إقامة;";"إِقَامَة;"
320;أخدر;أَخْدَرَ;فعل;"أقام";"أَقَامَ"
321;أخذ;أَخَذْ;اسم;"تناول;تملّك";"تَنَاوُل;تَمَلُّك"
322;آخذ;آخَذَ;فعل;"لام;عاتب";"لاَمَ;عَاتَبَ"
323;آخذ;آخِذ;اسم;"متملك;متناول";"مُتَمَلِك;مُتَنَاوِل"
324;أخر;أَخَّرَ;فعل;"أجّل";"أَجَّلَ"
325;أخرب;أَخْرَبَ;فعل;"أقفر";"أَقْفَرَ"
326;أخرق;أَخْرَق;فعل;"أحمق";"أَحْمَق"
327;آخرون;آخَرُون;اسم;"باقون";"بَاقُون"
328;إخزان;إِخْزَان;مصدر;"استغناء";"اِسْتِغْناء"
329;أخزن;أَخْزَنَ;فعل;"استغنى";"اِسْتَغْنَى"
330;إخساس;إِخْسَاس;مصدر;"تحقير;توضيع";"تَحْقِير;تَوْضيع"
331;أحس;أَحَسَّ;فعل;"حقّر;وضّع";"حَقَّرَ;وَضَّعَ"
332;إخشاع;إِخْشَاع;مصدر;"إخضاع";"إِخْضَاع"
333;أخشع;أَخْشَعَ;فعل;"أخضع";"أَخْضَعَ"
334;أخصب المكان;أَخْصَبَ المَكانُ;فعل;"كثر العشب في المكان";"كَثُرَ العُشْبُ في المكان"
335;أخضب;أَخْضَبَ;فعل;"اخضرّ;أورق";"اِخْضَرَّ;أَوْرَقَ"
336;إخضاب;إِخْضَاب;مصدر;"اخضرار;إيراق";"اِخْضِرَار;إِيرَاق"
337;إخضال;إِخْضَال;مصدر;"ابتلال;نّداوة";"اِبْتِلاَل;نَّدَاوة"
338;أخضل;أَخْضَلَ;فعل;"ابتلّ;ندي";"اِبْتَلَّ;نَدِيَ"
339;اخضل;اِخْضَلَّ;فعل;"ابتلّ;ندي";"اِبْتَلَّ;نَدِيَ"
340;اخضلال;اِخْضِلال;مصدر;"ابتلال;نّداوة";"اِبْتِلال;نَّدَاوة"
341;أخضم;أَخْضَمَ;فعل;"أجزل;جاد";"أَجْزَلَ;جَادَ"
342;اخضوضب;اِخْضَوْضَبَ;فعل;"اخضرّ;";"اِخْضَرَّ;"
343;اخضوضل;اِخْضَوْضَلَ;فعل;"ابتل;ندي";"اِبْتَلَ;نَدِيَ"
344;أخطأ;أَخْطَأَ;فعل;"أساء;أثم";"أَساءَ;أَثِمَ"
345;أخفى;أَخْفَى;فعل;"ستر;خبّأ";"سَتَرَ;خَبَّأَ"
346;إخفاء;إِخْفَاء;مصدر;"ّسّتر;تّخبئة";"ٍّسَّتْر;تَّخْبِئَة"
347;إخفاق;إِخْفَاق;مصدر;"فشل;";"فَشَل;"
348;أخفق;أَخْفَقَ;فعل;"فشل;";"فَشِلَ;"
349;أخلى;أَخْلَى;فعل;"غادر;ترك";"غَادَرَ;تَرَكَ"
350;إخلاد;إِخْلاد;مصدر;"إقامة;";"إِقَامَة;"
351;إخلاص;إِخْلاص;مصدر;"وفاء;";"وَفَاء;"
352;أخلاط;أَخْلاطُ;مصدر;"أوباش;سّفلة";"أَوْبَاش;سَّفَلة"
353;إخلاف بالوعد;إِخْلاَف بِالوَعْد;مصدر;"عدم الوفاء";"عَدَم الوَفَاء"
354;إخلاق;إِخْلاق;مصدر;"بلى";"بِلَى"
355;أخلد;أَخْلَدَ;فعل;"أقام";"أَقَامَ"
356;أخلص;أَخْلَصَ;فعل;"أوفى";"أَوْفى"
357;أخلف الوعد;أَخْلَفَ الوَعْد;فعل;"لم يف";"لَم يَفِ"
358;أخلق;أَخْلَقَ;فعل;"بلي";"بَلِيَ"
359;أخمد;أَخْمَدَ;فعل;"أطفأ";"أَطْفَأَ"
360;أخمص القدم;أَخْمَصُ القَدَمِ;اسم;"باطن القدم";"بَاطِنُ القَدَمِ"
361;إخناث;إِخْنَاثْ;مصدر;"تثنّي;تكسّر";"تَثَنّي;تَكَسُّر"
362;إخناع;إِخْنَاع;مصدر;"إخضاع;ذلّ";"إِخْضاع;ذُلّ"
363;أخنث;أَخْنَثَ;فعل;"تثنى;تكسّر";"تَثَنى;تَكَسَّرَ"
364;أخنع;أَخْنَعَ;فعل;"أخضع;أذلّ";"أَخْضَعَ;أَذَلَّ"
365;أخيذ;أَخِيذ;اسم;"أسير";"أَسِير"
366;أخير;أَخْيَر;اسم;"أفضل;أحسن";"أَفْضَل;أَحْسَن"
367;أدى;أَدَّى;فعل;"قضى;أتّم;أكمل";"قَضَى;أَتَّمَ;أَكْمَلَ"
368;أدام;أَدَامَ;فعل;"أبقى";"أَبْقَى"
369;إدامة;إِدَامَة;مصدر;"إبقاء";"إِبْقَاء"
370;إدانة;إِدَانَة;مصدر;"اتّهام;استنكار";"اتِّهام;اِسْتِنْكار"
371;أدب;أَدَب;فعل;"ظرف;تهذيب";"ظُرْف;تَهْذيب"
372;إدبار;إِدْبَار;مصدر;"تولّي";"تَوَلّي"
373;أدبر;أَدْبَرَ;فعل;"تولّى";"تَوَلّى"
374;إدحاض;إِدْحَاض;مصدر;"إبطال";"إِبْطال"
375;أدحض;أَدْحَضَ;فعل;"أبطل";"أَبْطَلَ"
376;ادخار;اِدِّخَار;مصدر;"تخبئة";"تَخْبِئَة"
377;ادخر;اِدَّخَرَ;فعل;"خبّأ";"خَبَّأَ"
378;إدراك;إِدْرَاك;مصدر;"وعي;فهم;لحاق;بلوغ;نّيل";"وَعْي;فَهْم;لَحَاقْ;بُلُوغ;نَّيْل"
379;أدرك;أَدْرَكَ;فعل;"وعى;فهم;لحق;بلغ;نال";"وَعَى;فَهِمَ;لَحِقَ;بَلَغَ;نَالَ"
380;إدغام;إِدْغَام;مصدر;"إدخال";"إِدْخَال"
381;ادكار;اِدِّكّار;مصدر;"تذكّر";"تَذَكُّر"
382;أدغم;أَدْغَمَ;فعل;"أدخل";"أَدْخَلَ"
383;ادكر;اِدّكَرَ;فعل;"تذكّر";"تَذَكَّرَ"
384;أدم;أَدُمَ;فعل;"اسمرّ";"اِسْمَرَّ"
385;إدمال;إِدْمال;مصدر;"إصلاح";"إِصْلاَح"
386;أدمل;أَدْمَلَ;فعل;"أصلح";"أَصْلَحَ"
387;آدمي;آدَمِي;اسم;"إنساني;مهذب;شريف";"إِنْسَاني;مُهَذَب;شَريف"
388;أدن;أَدَّنَ;فعل;"أقام";"أَقَامَ"
389;أدنى;أَدْنَى;فعل;"قرّب";"قَرَّبَ"
390;أدنى;أَدْنَى;اسم;"أقرب;أضعف;أقلّ";"أَقْرَب;أَضْعَف;أَقَلّ"
391;أدنون;أَدْنَوْن;اسم;"أقربون";"أَقْرَبُون"
392;أدهق;أَدْهَقَ;فعل;"ملأ";"مَلأَ"
393;أديب;أَدِيب;اسم;"كاتب;مثقّف;مهذب";"كَاتِب;مَثَقَّف;مُهَذَب"
394;أديد;أَدِيد;اسم;"جلبة;ضّجة;";"جَلَبَة;ضَّجَة;"
395;آذى;آذَى;فعل;"أضرّ";"أَضَرَّ"
396;أذى;أَذَى;فعل;"ضّرر";"ضَّرَر"
397;أذاب;أَذَابَ;فعل;"ذوّبه";"ذَوَّبَه"
398;إذابة;إِذابَة;مصدر;"تّذويب";"تَّذْويب"
399;أذاع;أَذَاعَ;فعل;"نشر";"نَشَرَ"
400;إذعان;إذعان;مصدر;"انقياد;خضوع";"اِنْقِيَاد;خُضُوع"
401;أذعن;أَذْعَنَ;فعل;"انقاد;خضع";"اِنْقَادَ;خَضَعَ"
402;أذكى;أَذْكَى;فعل;"أوقد;سعّر";"أَوْقَدَ;سَعَّرَ"
403;إذكاء;إِذْكَاء;مصدر;"إيقاد;تّسعير";"إِيقَاد;تَّسْعير"
404;أذل;أَذَلَّ;فعل;"أهان;حقّر";"أَهانَ;حَقَّرَ"
405;إذلال;إِذْلاَل;مصدر;"إهانة;تحقير";"إِهَانَة;تَحْقير"
406;أذلال;أَذْلاَلُ;اسم;"أواخر;أصاغر";"أَوَاخِرُ;أَصَاغِرُ"
407;أذن;أَذِنَ;فعل;"أباح;سمح;أجاز";"أَبَاحَ;سَمَحَ;أَجَازَ"
408;إذن;إِذْن;اسم;"إباحة;سماح;إجازة";"إِبَاحَة;سَمَاح;إِجَازَة"
409;أذنب;أَذْنَبَ;فعل;"أخطأ;أجزم;أثم";"أَخْطَأَ;أَجْزَمَ;أَثِمَ"
410;أذية;أَذِيَّة;اسم;"أذى;ضرر";"أَذَى;ضَرَر"
411;أراث;أَرَاثَ;فعل;"بطّأ;أخّر";"بَطَّأَ;أَخَّرَ"
412;أراد;أََرَادَ;فعل;"شاء";"شَاءَ"
413;أرب;أَرَب;فعل;"حاجة";"حَاجَة"
414;إرباس;إِرْبَاس;مصدر;"معاداة;معارضة";"مُعَادَاة;مُعَارَضَة"
415;أربح;أَرْبَحَ;فعل;"أكسب";"أَكْسَبَ"
416;أربس;أَرْبَسَ;فعل;"عادى;عارض";"عَادَى;عَارَضَ"
417;ارتاب;اِرْتَابَ;مصدر;"شكّ;";"شَكَّ;"
418;ارتاح;اِرْتَاحَ;مصدر;"هدأ;سكن";"هَدَأَ;سَكَنَ"
419;ارتحال;اِرْتِحَال;مصدر;"انتقال;";"اِنْتِقَال;"
420;ارتحل;اِرْتَحَلَ;فعل;"انتقل;";"اِنْتَقَلَ;"
421;ارتخ;اِرْتَخَّ;فعل;"استرخى;";"اِسْتَرْخى;"
422;ارتخاخ;اِرْتِخَاخ;مصدر;"استرخاء;";"اِسْتِرْخَاء;"
423;ارتد;اِرْتَدَّ;فعل;"انقلب;";"اِنْقَلَبَ;"
424;ارتد;اِرْتَدَّ;فعل;"رجع;";"رَجَعَ;"
425;ارتدى;اِرْتَدى;فعل;"لبس;";"لَبِسَ;"
426;ارتداد;اِرْتِدَاد;مصدر;"رجوع;عودة";"رُجُوع;عَوْدَة"
427;ارتشاف;اِرْتِشَاف;مصدر;"امتصاص;";"اِمْـتِِصَاص;"
428;ارتشف;اِرْتَشَفَ;فعل;"امتصّ;";"اِمْتَصَّ;"
429;ارتضى;اِرْتَضى;فعل;"قبل;";"قَبِلَ;"
430;ارتفاع;اِرْتِفَاع;مصدر;"علوّ;";"عُلُوّ;"
431;ارتفع;اِرْتَفَعَ;فعل;"علا;";"عَلاَ;"
432;ارتقى;اِرْتَقَى;فعل;"صعد";"صَعِدَ"
433;ارتقاء;اِرْتِقَاء;مصدر;"صّعود";"صُّعُود"
434;ارتوى;اِرْتَوى;فعل;"شرب;شبع";"شَرِبَ;شَبِعَ"
435;ارتواء;اِرْتِوَاء;مصدر;"شّرب;شّبع";"شُّرْب;شَّبَع"
436;ارتياب;اِرْتِيَاب;مصدر;"شّكّ";"شَّكّ"
437;أرث;أَّرَثَ;فعل;"أشعل";"أَشْعَلَ"
438;أرجأ;أَرْجَأَ;فعل;"أخّر;أجّل";"أَخَّرَ;أَجَّلَ"
439;إرجاء;إِرْجَاء;مصدر;"تّأخير;تّأجيل";"تَّأخير;تَّأجيل"
440;أرحب(المكان);أَرْحَبَ(المكان);فعل;"اتّسع";"اِتَّسَعَ"
441;أرخى;أَرْخَى;فعل;"أسدل";"أَسْدَلَ"
442;أردأ;أَرْدَأ;اسم;"أسوأ";"أَسْوَأ"
443;أرسى;أِرْسَى;فعل;"أثبت";"أَثْبَتَ"
444;إرشاد;إِرْشاد;مصدر;"دّلالة;هداية";"َدَّلالَة;هِدَايَة"
445;أرشد;أَرْشَدَ;فعل;"دلّ;هدى";"دَلَّ;هَدَى"
446;أرصى;أَرْصَى;فعل;"لزم";"لَزِمَ"
447;إرصاء;إِرْصَاء;مصدر;"ملازمة";"مُلاَزَمَة"
448;أرطم;أَرْطَمَ;فعل;"سكت";"سَكَتَ"
449;إرطام;إِرْطَام;مصدر;"سكوت";"سُكُوت"
450;أرعن;أَرْعَن;فعل;"أحمق;أهوج";"أَحْمَق;أَهْوَج"
451;ارعوى;اِرْعَوى;فعل;"انصرف;امتنع";"اِنْصَرَفَ;اِمْتَنَعَ"
452;إرغام;إِرْغَام;مصدر;"إجبار;إذلال";"إِجْبَار;إِذْلاَل"
453;أرغب عن;أَرْغَبَ عَن;فعل;"صرف";"صَرَفَ"
454;أرغب في;أَرْغَبَ في;فعل;"حبّب";"حَبَّبَ"
455;أرغد;أَرْغَدَ;فعل;"طاب;هنأ";"طَابَ;هَنَأَ"
456;أرغم;أَرْغَمَ;فعل;"أجبر;أذلّ";"أَجْبَرَ;أَذَلَّ"
457;أرق;أَرِقَ;فعل;"سهد";"سَهِدَ"
458;أرق;أَرَق;اسم;"سهاد";"سُهَاد"
459;أرق;َأَرِق;اسم;"سهد";"سُهُد"
460;إرهاق;إِرْهَاق;مصدر;"إجهاد;تّعب";"إِجْهَاد;تَّعَب"
461;أرهق;أَرْهَقَ;فعل;"أجهد;أتعب";"أَجْهَدَ;أَتْعَبَ"
462;أروى;أَرَوى;فعل;"سقى;أشبع";"سَقَى;أَشْبَعَ"
463;إزواء;إِزْوَاء;مصدر;"سّقي;إشباع";"سَّقْي;إِشْبَاع"
464;أري;أَرْيُ;اسم;"عسل";"عَسَل"
465;أريب;أَرِيب;اسم;"ماهر;ذكيّ;متبصّر";"مَاهِر;ذَكِيّ;مُتَبَصِّر"
466;أريج;أَريجُ;اسم;"شذّا;عبير";"شَذَّا;عَبِير"
467;أزاد;َأَزَادَ;فعل;"زوّد";"زَوَّدَ"
468;إزب;إِزْبٌ;اسم;"قصير";"قَصِير"
469;ازداد;اِزْدَادَ;فعل;"زاد";"زَادَ"
470;ازدحم;اِزْدَحَمَ;فعل;"تضايق;تدافع";"تَضَايَقَ;تَدَافَعَ"
471;ازدهار;اِزْدِهَار;مصدر;"نمّو;نجاح";"نُمّو;نَجَاح"
472;آزر;آزَرَ;فعل;"عاون;ساعد;قوّى";"عَاوَنَ;سَاعَدَ;قَوَّى"
473;آزر(فلان فلانا);آزَرَ(فُلانُ فُلاناً);فعل;"عاون(ه);ساعد(ه);قوّى(ه)";"عَاوَن(ه);سَاعَدَ(ه);قَوَّى(ه)"
474;إزعاج;إِِزْعَاج;مصدر;"مضايقة";"مُضَايَقَة"
475;أزعج;أَزْعَجَ;فعل;"ضايق";"ضَايَقَ"
476;أزف;أَزِفَ;فعل;"قرب";"قَرُبَ"
477;أزلى;أَزَلِىّ;اسم;"قديم";"قَدِيِم"
478;أزم;أَزَّمَ;فعل;"عقّد;صعّب";"عَقَّدَ;صَعَّبَ"
479;أزمة;أَزْمَة;اسم;"ضيق;شدّة";"ضِيق;شِدَّة"
480;ازور;اِزْوَرَّ;فعل;"مال;انحرف";"مَالَ;اِنْحَرَفَ"
481;ازورار;اِزْوِرَار;مصدر;"ميل;انحراف";"مَيْل;اِنْحِرَاف"
482;أزوف;أُزوف;اسم;"قرب";"قُرْب"
483;أساء;أَسَاءَ;فعل;"أفسد";"أَفْسَدَ"
484;أسى;أَسَى;اسم;"حزن";"حُزْن"
485;إساءة;إِسَاءَة;اسم;"أذى;شرّ";"أَذَى;شَرّ"
486;أساء;أَسَاءَ;فعل;"أحزن;آذى";"أَحْزَنَ;آذى"
487;إسبال;إِسْبَال;مصدر;"إرخاء;إسدال";"إِرْخَاء;إِسَدَال"
488;أسبل;أَسْبَلَ;فعل;"أرخى;أسدل";"أَرْخَى;أَسْدَلَ"
489;استاء;اِسْتَاءَ;فعل;"كره";"كَرِهَ"
490;استأخر;اِسْتَأْخَر;فعل;"تأخّر";"تَأَخَّرَ"
491;استأسد;اِسْتَأْسَدَ;فعل;"تأنّى;ترفّق";"تَأَنََّى;تَرَفَّقَ"
492;استئناس;اِسْتِئْنَاس;مصدر;"أنس";"أُنْس"
493;استأنس;اِسْتَأْنَسَ;فعل;"أنس;سكن";"أَنِسَ;سَكَنَ"
494;استبان;اِسْتِبَان;مصدر;"استيضاح";"اِسْتِيضَاح"
495;استبد;اِسْتَبَدَ;فعل;"انفرد;استقل;غلب";"اِنْفَرَدَ;اِسْتَقَلَ;غَلَبَ"
496;استبداد;اِسْتِبْدَاد;مصدر;"انفراد;استقلال;غلبة";"اِنْفِرَاد;اِسْتِقْلاَل;غَلَبَة"
497;استبشار;اِسْتِبْشَار;مصدر;"فرح;سرور;";"فَرَح;سُرُور;"
498;استبشر;اِسْتَبْشَرَ;فعل;"فرح;سرّ;";"فَرِحَ;سُرَّ;"
499;استبشع;اِستَبْشَعَ;فعل;"استقبح";"اِسْتَقْبَحَ"
500;استبصار;اِسْتِبْصَار;مصدر;"تأمّل;تمكن من النظر;";"تَأَمُّل;تَمَكُن مِنَ النَظر;"
501;استبصر الأمر;اِسْتَبْصَرَ الأَمْر;فعل;"تأمّل(الأمر)";"تَأَمَّلَ(الأَمْر)"
502;استبطأ;اِسْتَبْطَأَ;فعل;"استأخر;استمهل;";"اِسْتَأْخَرَ;اِسْتَمْهَلَ;"
503;استبطاء;اِسْتِبْطاء;مصدر;"استئخار;استمهال;";"اِسْتِئْخَار;اِسْتِمْهَال;"
504;استبطان;اِسْتِبْطَان;مصدر;"إخفاء";"إِخْفَاء"
505;استبطن الشيء;اِسْتَبْطَنَ الشَيء;فعل;"أخفى";"أَخْفَى"
506;استبطن الوادي;اِسْتَبْطَنَ الوَادي;فعل;"دخل";"دَخَلَ"
507;استبعاد;اِسْتِبْعَاد;مصدر;"عدم توقّع";"عَدَم تَوَقُّع"
508;استبعد;اِسْتَبْعَدَ;فعل;"لم يتوقّع";"لَم يَتَوَقَّع"
509;استبقى;اِسْتَبْقَى;فعل;"أثبت";"أَثْبَتَ"
510;استبقى;اِسْتَبْقَى;فعل;"أبقى";"أَبْقَى"
511;استبقاء;اِستِبْقَاء;مصدر;"إثبات;إبقاء;";"إِثْبَات;إِبْقَاء;"
512;استتر;اِسْتَتَرَ;فعل;"تغطّى;";"تَغَطّى;"
513;استجاب;اِسْتَجَابَ;فعل;"تجاوب;";"تَجَاوَبَ;"
514;استجار;اِسْتَجَارَ;فعل;"استغاث;";"اِسْتَغَاثَ;"
515;استجلى;اِسْتَجْلَى;فعل;"استكشف;";"اِسْتَكْشَفَ;"
516;استجلاء;اِسْتِجْلاَء;مصدر;"استكشاف;";"اِسْتِكْشَاف;"
517;استجمع;اِسْتَجْمَعَ;فعل;"تجمّع;جمع";"تَجَمَّعَ;جَمَعَ"
518;استجواب;اِسْتِجْوَاب;مصدر;"مساءلة;استنطاق";"مُسَاءلَة;اِسْتِنْطَاق"
519;استجوب;اِسْتَجْوَبَ;فعل;"سئل;استنطق";"سَئَلَ;اِسْتَنْطَقَ"
520;استحال;اِسْتَحَالَ;فعل;"استعصى;امتنع";"اِسْتَعْصَى;اِمْتَنَعَ"
521;استحالة;اِسْتِحَالَة;مصدر;"استعصاء;امتناع";"اِسْتِعْصَاء;اِمْتِنَاع"
522;استحسان;اِسْتِحْسَان;مصدر;"استجواد;";"اِسْتِجْوَاد;"
523;استحسن;اِسْتَحْسَنَ;فعل;"استجاد;";"اِسْتَجَادَ;"
524;استخدام;اِسْتِخْدَام;مصدر;"استعمال;";"اِسْتِعْمَال;"
525;استخدم;اِسْتَخْدَمَ;فعل;"استعمل;";"اِسْتَعْمَلَ;"
526;استخف;اِسْتَخَفَ;فعل;"استهان;";"اِسْتَهَان;"
