ID;WORD;VOCALIZED;WORD_TYPE;PLURAL;PLURAL_VOCALIZED
529;تليد ;تليد ;اسم; تلائد; تلائد
530;تلعة ;تلعة ;اسم; تلع; تلع
531;متلاف ;متلاف ;اسم; متالف; متالف
532;متلف ;متلف ;اسم; متالف; متالف
533;متلف ;متلف ;اسم; متالف; متالف
534;متلفة ;متلفة ;اسم; متالف; متالف
535;تل ;تل ;اسم; تلال; تلال
536;تلة ;تلة ;اسم; تلال; تلال
537;تليل ;تليل ;اسم; أتلة; أتلة
538;تلم ;تلم ;اسم; أتلام; أتلام
539;تلم ;تلم ;اسم; تلام; تلام
540;تلميذ ;تلميذ ;اسم; تلاميذ; تلاميذ
541;متلة ;متلة ;اسم; متاله; متاله
542;متلهة ;متلهة ;اسم; متاله; متاله
543;تلو ;تلو ;اسم; أتلاء; أتلاء
544;تمر ;تمر ;اسم; تمور; تمور
545;تامك ;تامك ;اسم; توامك; توامك
546;تم ;تم ;اسم; تمم; تمم
547;تميمة ;تميمة ;اسم; تمائم; تمائم
548;تنبال ;تنبال ;اسم; تنابيل; تنابيل
549;تنبالة ;تنبالة ;اسم; تنابيل; تنابيل
550;تنبول ;تنبول ;اسم; تنابيل; تنابيل
551;تنتال ;تنتال ;اسم; تناتيل; تناتيل
552;تنتالة ;تنتالة ;اسم; تناتل; تناتل
553;تنتل ;تنتل ;اسم; تناتل; تناتل
554;تنتيل ;تنتيل ;اسم; تناتيل; تناتيل
555;تنور ;تنور ;اسم; تنانير; تنانير
556;تن ;تن ;اسم; أتنان; أتنان
557;تم ;تم ;اسم; تمم; تمم
558;تميمة ;تميمة ;اسم; تمائم; تمائم
559;تنبال ;تنبال ;اسم; تنابيل; تنابيل
560;تنبالة ;تنبالة ;اسم; تنابيل; تنابيل
561;تنبول ;تنبول ;اسم; تنابيل; تنابيل
562;تنتال ;تنتال ;اسم; تناتيل; تناتيل
563;تنتالة ;تنتالة ;اسم; تناتل; تناتل
564;تنتل ;تنتل ;اسم; تناتل; تناتل
565;تنتيل ;تنتيل ;اسم; تناتيل; تناتيل
566;تنور ;تنور ;اسم; تنانير; تنانير
567;تن ;تن ;اسم; أتنان; أتنان
568;توه ;توه ;اسم; أتواه; أتواه
569;تو ;تو ;اسم; أتواء; أتواء
570;متواة ;متواة ;اسم; متاو; متاو
571;تيس ;تيس ;اسم; تيوس; تيوس
572;تيه ;تيه ;اسم; أتياه; أتياه
573;ثأر ;ثأر ;اسم; أثآر; أثآر
574;ثؤلول ;ثؤلول ;اسم; ثآليل; ثآليل
575;ثبت ;ثبت ;اسم; أثبات; أثبات
576;ثبج ;ثبج ;اسم; أثباج; أثباج
577;ثبان ;ثبان ;اسم; ثبن; ثبن
578;ثبنة ;ثبنة ;اسم; ثبن; ثبن
579;ثبين ;ثبين ;اسم; أثبنة; أثبنة
580;ثبة ;ثبة ;اسم; ثبون; ثبون
581;أثجر ;أثجر ;اسم; ثجر; ثجر
582;ثجرة ;ثجرة ;اسم; ثجر; ثجر
583;ثدي ;ثدي ;اسم; أثد; أثد
584;ثريا ;ثريا ;اسم; ثريات; ثريات
585;ثعب ;ثعب ;اسم; ثعبان; ثعبان
586;ثعبة ;ثعبة ;اسم; ثعب; ثعب
587;مثعب ;مثعب ;اسم; مثاعب; مثاعب
588;ثعر ;ثعر ;اسم; أثعار; أثعار
589;ثعرور ;ثعرور ;اسم; ثعارير; ثعارير
590;أثعل ;أثعل ;اسم; أثاعل; أثاعل
591;ثعل ;ثعل ;اسم; ثعول; ثعول
592;ثعلول ;ثعلول ;اسم; ثعاليل; ثعاليل
593;مثعلة ;مثعلة ;اسم; مثاعل; مثاعل
594;ثعلب ;ثعلب ;اسم; ثعالب; ثعالب
595;ثغب ;ثغب ;اسم; أثغاب; أثغاب
596;ثغر ;ثغر ;اسم; ثغور; ثغور
597;ثغرة ;ثغرة ;اسم; ثغر; ثغر
598;ثغامة ;ثغامة ;اسم; ثغام; ثغام
599;ثفاءة ;ثفاءة ;اسم; ثفاء; ثفاء
600;ثفر ;ثفر ;اسم; أثفار; أثفار
601;ثفر ;ثفر ;اسم; ثفور; ثفور
602;تمرة ;تمرة ;اسم; ثفاريق; ثفاريق
603;ثفال ;ثفال ;اسم; ثفل; ثفل
604;ثفل ;ثفل ;اسم; أثفال; أثفال
605;ثفل ;ثفل ;اسم; أثفال; أثفال
606;ثقاب ;ثقاب ;اسم; ثقب; ثقب
607;ثقب ;ثقب ;اسم; أثقب; أثقب
608;ثقبة ;ثقبة ;اسم; ثقب; ثقب
609;مثقب ;مثقب ;اسم; مثاقب; مثاقب
610;ثقاف ;ثقاف ;اسم; أثقفة; أثقفة
611;ثقال ;ثقال ;اسم; ثقل; ثقل
612;ثقل ;ثقل ;اسم; أثقال; أثقال
613;ثقل ;ثقل ;اسم; أثقال; أثقال
614;ثقيل ;ثقيل ;اسم; ثقلاء; ثقلاء
615;مثقال ;مثقال ;اسم; مثاقيل; مثاقيل
616;ثكنة ;ثكنة ;اسم; ثكن; ثكن
617;مثلبة ;مثلبة ;اسم; مثالب; مثالب
618;ثلث ;ثلث ;اسم; أثلاث; أثلاث
619;ثلث ;ثلث ;اسم; أثلاث; أثلاث
620;ثليث ;ثليث ;اسم; أثلاث; أثلاث
621;ثلج ;ثلج ;اسم; ثلوج; ثلوج
622;ثلة ;ثلة ;اسم; ثلاث; ثلاث
623;ثلمة ;ثلمة ;اسم; ثلم; ثلم
624;ثمد ;ثمد ;اسم; أثماد; أثماد
625;ثمرة ;ثمرة ;اسم; ثمر; ثمر
626;ثمالة ;ثمالة ;اسم; ثمال; ثمال
627;ثملة ;ثملة ;اسم; ثمل; ثمل
628;ثميلة ;ثميلة ;اسم; ثمائل; ثمائل
629;مثملة ;مثملة ;اسم; مثامل; مثامل
630;مثملة ;مثملة ;اسم; مثامل; مثامل
631;ثمة ;ثمة ;اسم; ثمم; ثمم
632;ثمة ;ثمة ;اسم; ثمم; ثمم
633;مثم ;مثم ;اسم; مثام; مثام
634;مثمة ;مثمة ;اسم; مثام; مثام
635;ثمن ;ثمن ;اسم; أثمان; أثمان
636;ثمين ;ثمين ;اسم; أثمان; أثمان
637;رجل ;رجل ;اسم; ثناد; ثناد
638;ثن ;ثن ;اسم; ثنان; ثنان
639;ثنة ;ثنة ;اسم; ثنن; ثنن
640;ثانية ;ثانية ;اسم; ثوان; ثوان
641;ثنى ;ثنى ;اسم; أثناء; أثناء
642;ثناء ;ثناء ;اسم; أثنية; أثنية
643;ثني ;ثني ;اسم; ثناء; ثناء
644;ثنية ;ثنية ;اسم; ثنايا; ثنايا
645;مثنى ;مثنى ;اسم; مثان; مثان
646;ثوب ;ثوب ;اسم; أثواب; أثواب
647;ثور ;ثور ;اسم; ثيران; ثيران
648;مثورة ;مثورة ;اسم; مثاور; مثاور
649;ثوة ;ثوة ;اسم; ثوى; ثوى
650;ثوي ;ثوي ;اسم; أثوياء; أثوياء
651;ثوي ;ثوي ;اسم; أثوية; أثوية
652;ثوية ;ثوية ;اسم; ثوايا; ثوايا
653;جؤجؤ ;جؤجؤ ;اسم; جاجيء; جاجيء
654;بقرة ;بقرة ;اسم; جآذر; جآذر
655;جئاوة ;جئاوة ;اسم; جئاء; جئاء
656;جبء ;جبء ;اسم; أجبؤ; أجبؤ
657;جب ;جب ;اسم; أجباب; أجباب
658;جبة ;جبة ;اسم; جبب; جبب
659;جبجبة ;جبجبة ;اسم; جباجب; جباجب
660;جبجبة ;جبجبة ;اسم; جباجب; جباجب
661;جبارة ;جبارة ;اسم; جبائر; جبائر
662;جبار ;جبار ;اسم; جبابرة; جبابرة
663;جبر ;جبر ;اسم; جبار; جبار
664;جبيرة ;جبيرة ;اسم; جبائر; جبائر
665;جبس ;جبس ;اسم; أجباس; أجباس
666;جبل ;جبل ;اسم; أجبل; أجبل
667;جبل ;جبل ;اسم; أجبل; أجبل
668;جبيل ;جبيل ;اسم; جبل; جبل
669;مجبال ;مجبال ;اسم; مجابيل; مجابيل
670;جبان ;جبان ;اسم; جبناء; جبناء
671;جبانة ;جبانة ;اسم; جبابين; جبابين
672;جبين ;جبين ;اسم; أجبن; أجبن
673;جبهة ;جبهة ;اسم; جباه; جباه
674;جابي ;جابي ;اسم; جباة; جباة
675;جابية ;جابية ;اسم; جواب; جواب
676;جبا ;جبا ;اسم; أجباء; أجباء
677;جثة ;جثة ;اسم; جثث; جثث
678;جثيثة ;جثيثة ;اسم; جثيث; جثيث
679;مجثاث ;مجثاث ;اسم; مجاثيث; مجاثيث
680;مجثة ;مجثة ;اسم; مجاث; مجاث
681;جثلة ;جثلة ;اسم; جثل; جثل
682;جثوة ;جثوة ;اسم; جثى; جثى
683;جحجاح ;جحجاح ;اسم; جحاجيح; جحاجيح
684;جحجح ;جحجح ;اسم; جحاجح; جحاجح
685;جحجح ;جحجح ;اسم; جحاجح; جحاجح
686;جحة ;جحة ;اسم; جح; جح
687;جحدر ;جحدر ;اسم; جحادر; جحادر
688;جحر ;جحر ;اسم; جحور; جحور
689;مجحر ;مجحر ;اسم; مجاحر; مجاحر
690;جحش ;جحش ;اسم; جحاش; جحاش
691;جحشة ;جحشة ;اسم; جحاش; جحاش
692;جحفة ;جحفة ;اسم; جحاف; جحاف
693;جحفة ;جحفة ;اسم; جحف; جحف
694;جحفل ;جحفل ;اسم; جحافل; جحافل
695;جحفلة ;جحفلة ;اسم; جحافل; جحافل
696;جحل ;جحل ;اسم; جحول; جحول
697;جحمة ;جحمة ;اسم; جحم; جحم
698;نساء ;نساء ;اسم; جحامر; جحامر
699;أجدب ;أجدب ;اسم; جدب; جدب
700;مجداب ;مجداب ;اسم; مجاديب; مجاديب
701;جدث ;جدث ;اسم; أجداث; أجداث
702;جدجد ;جدجد ;اسم; جداجد; جداجد
703;مجدح ;مجدح ;اسم; مجاديح; مجاديح
704;جادة ;جادة ;اسم; جواد; جواد
705;جد ;جد ;اسم; أجداد; أجداد
706;جد ;جد ;اسم; أجداد; أجداد
707;جد ;جد ;اسم; جدود; جدود
708;جد ;جد ;اسم; أجداد; أجداد
709;جد ;جد ;اسم; جدون; جدون
710;جدة ;جدة ;اسم; جدد; جدد
711;جدة ;جدة ;اسم; جدد; جدد
712;جديد ;جديد ;اسم; أجدة; أجدة
713;جدار ;جدار ;اسم; جدر; جدر
714;جدر ;جدر ;اسم; جدران; جدران
715;جدر ;جدر ;اسم; جدور; جدور
716;جدر ;جدر ;اسم; أجدار; أجدار
717;جدرة ;جدرة ;اسم; جدر; جدر
718;جدف ;جدف ;اسم; أجداف; أجداف
719;مجداف ;مجداف ;اسم; مجاديف; مجاديف
720;أجدل ;أجدل ;اسم; أجادل; أجادل
721;جدل ;جدل ;اسم; أجدال; أجدال
722;جدول ;جدول ;اسم; و; و
723;جديل ;جديل ;اسم; جدل; جدل
724;مجدل ;مجدل ;اسم; مجادل; مجادل
725;جدمة ;جدمة ;اسم; جدم; جدم
726;جداية ;جداية ;اسم; جدايا; جدايا
727;جدي ;جدي ;اسم; أجد; أجد
728;جدية ;جدية ;اسم; جدايا; جدايا
729;جذبة ;جذبة ;اسم; جذب; جذب
730;جذبة ;جذبة ;اسم; جذاب; جذاب
731;جذاذة ;جذاذة ;اسم; جذاذ; جذاذ
732;جذيذ ;جذيذ ;اسم; جذاذ; جذاذ
733;مجذ ;مجذ ;اسم; مجاذ; مجاذ
734;جؤذر ;جؤذر ;اسم; ذ; ذ
735;جذر ;جذر ;اسم; جذور; جذور
736;جذع ;جذع ;اسم; جذاع; جذاع
737;جذع ;جذع ;اسم; أجذاع; أجذاع
738;مجذاف ;مجذاف ;اسم; مجاذيف; مجاذيف
739;جذل ;جذل ;اسم; أجذال; أجذال
740;جذم ;جذم ;اسم; أجذام; أجذام
741;جذمة ;جذمة ;اسم; جذم; جذم
742;مجذام ;مجذام ;اسم; مجاذيم; مجاذيم
743;مجذامة ;مجذامة ;اسم; مجاذيم; مجاذيم
744;جذاة ;جذاة ;اسم; جذاء; جذاء
745;جذوة ;جذوة ;اسم; جذا; جذا
746;شيء ;شيء ;اسم; جراء; جراء
747;جريئة ;جريئة ;اسم; جرائي; جرائي
748;تجربة ;تجربة ;اسم; تجارب; تجارب
749;جراب ;جراب ;اسم; أجربة; أجربة
750;جراب ;جراب ;اسم; أجربة; أجربة
751;جربة ;جربة ;اسم; جرب; جرب
752;جريب ;جريب ;اسم; أجربة; أجربة
753;جورب ;جورب ;اسم; ر; ر
754;جرجة ;جرجة ;اسم; جرج; جرج
755;جرجة ;جرجة ;اسم; جرج; جرج
756;جارحة ;جارحة ;اسم; جوارح; جوارح
757;جراحة ;جراحة ;اسم; جرائح; جرائح
758;جرح ;جرح ;اسم; جروح; جروح
759;أجرد ;أجرد ;اسم; أجارد; أجارد
760;جرد ;جرد ;اسم; أجارد; أجارد
761;جريدة ;جريدة ;اسم; جرائد; جرائد
762;جرذ ;جرذ ;اسم; جرذان; جرذان
763;جرار ;جرار ;اسم; جرارات; جرارات
764;جرة ;جرة ;اسم; جر; جر
765;جرة ;جرة ;اسم; جرر; جرر
766;جرة ;جرة ;اسم; جر; جر
767;جرور ;جرور ;اسم; جرر; جرر
768;جرير ;جرير ;اسم; أجرة; أجرة
769;جارزة ;جارزة ;اسم; جوارز; جوارز
770;جرز ;جرز ;اسم; أجراز; أجراز
771;جرز ;جرز ;اسم; جروز; جروز
772;جرز ;جرز ;اسم; أجراز; أجراز
773;جرز ;جرز ;اسم; جرزة; جرزة
774;جرس ;جرس ;اسم; جروس; جروس
775;جرس ;جرس ;اسم; أجراس; أجراس
776;جرش ;جرش ;اسم; أجراش; أجراش
777;جرائض ;جرائض ;اسم; أ; أ
778;جريض ;جريض ;اسم; جرضى; جرضى
779;أجرع ;أجرع ;اسم; أجارع; أجارع
780;جرعاء ;جرعاء ;اسم; جرعاوات; جرعاوات
781;جرعة ;جرعة ;اسم; جراع; جراع
782;جرعة ;جرعة ;اسم; جرع; جرع
783;جرعة ;جرعة ;اسم; جرع; جرع
784;جرف ;جرف ;اسم; أجراف; أجراف
785;جرف ;جرف ;اسم; أجراف; أجراف
786;مجرف ;مجرف ;اسم; مجارف; مجارف
787;مجرفة ;مجرفة ;اسم; مجارف; مجارف
788;جرم ;جرم ;اسم; أجرام; أجرام
789;جرم ;جرم ;اسم; أجرام; أجرام
790;جريمة ;جريمة ;اسم; جرائم; جرائم
791;جرموز ;جرموز ;اسم; جراميز; جراميز
792;جران ;جران ;اسم; أجرنة; أجرنة
793;جرن ;جرن ;اسم; أجران; أجران
794;جرين ;جرين ;اسم; أجرنة; أجرنة
795;جرو ;جرو ;اسم; جراء; جراء
796;إجريا ;إجريا ;اسم; أجاري; أجاري
797;جارية ;جارية ;اسم; جوار; جوار
798;جراية ;جراية ;اسم; جرايات; جرايات
799;جري ;جري ;اسم; أجرياء; أجرياء
800;مجرى ;مجرى ;اسم; مجار; مجار
801;جازئة ;جازئة ;اسم; جوازي; جوازي
802;جزء ;جزء ;اسم; أجزاء; أجزاء
803;جزأة ;جزأة ;اسم; جزأ; جزأ
804;جزور ;جزور ;اسم; جزائر; جزائر
805;جزيرة ;جزيرة ;اسم; جزائر; جزائر
806;مجزر ;مجزر ;اسم; مجازر; مجازر
807;مجزرة ;مجزرة ;اسم; مجازر; مجازر
808;جزوز ;جزوز ;اسم; جزر; جزر
809;جزوزة ;جزوزة ;اسم; جزائز; جزائز
810;مجز ;مجز ;اسم; مجاز; مجاز
811;جزع ;جزع ;اسم; أجزاع; أجزاع
812;جزعة ;جزعة ;اسم; جزع; جزع
813;جزعة ;جزعة ;اسم; جزع; جزع
814;جزل ;جزل ;اسم; جزال; جزال
815;جزلة ;جزلة ;اسم; جزال; جزال
816;جزلة ;جزلة ;اسم; جزل; جزل
817;جزمة ;جزمة ;اسم; جزم; جزم
818;جازية ;جازية ;اسم; جواز; جواز
819;جزية ;جزية ;اسم; جزى; جزى
820;جسد ;جسد ;اسم; أجساد; أجساد
821;مجسد ;مجسد ;اسم; مجاسد; مجاسد
822;جسر ;جسر ;اسم; أجسر; أجسر
823;جاسة ;جاسة ;اسم; جواس; جواس
824;جاسوس ;جاسوس ;اسم; جواسيس; جواسيس
825;مجس ;مجس ;اسم; مجاس; مجاس
826;مجس ;مجس ;اسم; مجاس; مجاس
827;مجسة ;مجسة ;اسم; مجاس; مجاس
828;مجسة ;مجسة ;اسم; مجاس; مجاس
829;جسيم ;جسيم ;اسم; جسام; جسام
830;جاسياء ;جاسياء ;اسم; أ; أ
831;جشء ;جشء ;اسم; أجشاء; أجشاء
832;جشير ;جشير ;اسم; أجشرة; أجشرة
833;مجشر ;مجشر ;اسم; مجاشر; مجاشر
834;جش ;جش ;اسم; جشاش; جشاش
835;مجش ;مجش ;اسم; مجاش; مجاش
836;مجشة ;مجشة ;اسم; مجاش; مجاش
837;جشم ;جشم ;اسم; جشوم; جشوم
838;جعبة ;جعبة ;اسم; جعاب; جعاب
839;دميم ;دميم ;اسم; جعابيب; جعابيب
840;جعبر ;جعبر ;اسم; جعابر; جعابر
841;جعثن ;جعثن ;اسم; جعائن; جعائن
842;جعثنة ;جعثنة ;اسم; جعائن; جعائن
843;جعر ;جعر ;اسم; جعور; جعور
844;دميم ;دميم ;اسم; جعاسيس; جعاسيس
845;جعشم ;جعشم ;اسم; جعاشيم; جعاشيم
846;جعفر ;جعفر ;اسم; جعافر; جعافر
847;جعال ;جعال ;اسم; جعل; جعل
848;جعالة ;جعالة ;اسم; جعائل; جعائل
849;جعالة ;جعالة ;اسم; جعائل; جعائل
850;جعل ;جعل ;اسم; جعول; جعول
851;جعل ;جعل ;اسم; جعلان; جعلان
852;جعلة ;جعلة ;اسم; جعل; جعل
853;جعيلة ;جعيلة ;اسم; جعائل; جعائل
854;مجعم ;مجعم ;اسم; مجاعم; مجاعم
855;نعام ;نعام ;اسم; جعاول; جعاول
856;مجفر ;مجفر ;اسم; مجافر; مجافر
857;تجفاف ;تجفاف ;اسم; تجافيف; تجافيف
858;جف ;جف ;اسم; جفوف; جفوف
859;جفل ;جفل ;اسم; جفول; جفول
860;جفل ;جفل ;اسم; أجفال; أجفال
861;جفلة ;جفلة ;اسم; جفل; جفل
862;جفن ;جفن ;اسم; أجفن; أجفن
863;جفن ;جفن ;اسم; أجفان; أجفان
864;جفنة ;جفنة ;اسم; جفان; جفان
865;جالبه ;جالبه ;اسم; جوالب; جوالب
866;جلب ;جلب ;اسم; أجلاب; أجلاب
