ID;INVERSED;VOCALIZED;WORD_TYPE
699;دبتسا;اِسْتَبَدَّ;فعل
700;ردب;بَدَرَ;فعل
701;رداب;بادَرَ;فعل
702;ردبأ;أَبْدَرَ;فعل
703;ردابت;تَبادَرَ;فعل
704;ردتبا;اِبْتَدَرَ;فعل
705;عدب;بَدَعَ;فعل
706;عدب;بَدُعَ;فعل
707;عدب;بَدَّعَ;فعل
708;عدبأ;أَبْدَعَ;فعل
709;عدبت;تَبَدَّعَ;فعل
710;عدتبا;اِبْتَدَعَ;فعل
711;عدبتسا;اِسْتَبْدَعَ;فعل
712;لدب;بَدِلَ;فعل
713;لدب;بَدَّلَ;فعل
714;لداب;بادَلَ;فعل
715;لدبأ;أَبْدَلَ;فعل
716;لدبت;تَبَدَّلَ;فعل
717;لدابت;تَبادَلَ;فعل
718;ندب;بَدَنَ;فعل
719;ندب;بَدُنَ;فعل
720;ندب;بَدَّنَ;فعل
721;هدب;بَدَهَ;فعل
722;هدب;بَدَّهَ;فعل
723;هداب;بادَهَ;فعل
724;هدابت;تَبادَهَ;فعل
725;هدتبا;اِبْتَدَهَ;فعل
726;ادب;بَدا;فعل
727;ىداب;بادَى;فعل
728;ىدبأ;أَبْدَى;فعل
729;ىدبت;تَبَدَّى;فعل
730;ىدابت;تَبادَى;فعل
731;ىدتبا;اِبْتَدَى;فعل
732;أذب;بَذَأَ;فعل
733;ؤذب;بَذُؤَ;فعل
734;ئذب;بَذِئَ;فعل
735;أذاب;باذَأَ;فعل
736;أذبأ;أَبْذَأَ;فعل
737;حذب;بَذَحَ;فعل
738;حذب;بَذِحَ;فعل
739;حذبت;تَبَذَّحَ;فعل
740;خذب;بَذَخَ;فعل
741;خذب;بَذِخَ;فعل
742;خذاب;باذَخَ;فعل
743;خذبت;تَبَذَّخَ;فعل
744;ذب;بَذَّ;فعل
745;ذب;بَذَّ;فعل
746;ذاب;باذَّ;فعل
747;ذتبا;اِبْتَذَّ;فعل
748;رذب;بَذَرَ;فعل
749;رذب;بَذِرَ;فعل
750;رذب;بَذَّرَ;فعل
751;رذبت;تَبَذَّرَ;فعل
752;رذبتسا;اِسْتَبْذَرَ;فعل
753;لذب;بَذَلَ;فعل
754;لذبت;تَبَذَّلَ;فعل
755;لذتبا;اِبْتَذَلَ;فعل
756;لذبتسا;اِسْتَبْذَلَ;فعل
757;مذب;بَذَمَ;فعل
758;اذب;بَذَا;فعل
759;وذب;بَذُوَ;فعل
760;ىذبأ;أَبْذَى;فعل
761;أرب;بَرَأَ;فعل
762;ؤرب;بَرُؤَ;فعل
763;ئرب;بَرِئَ;فعل
764;أرب;بَرَّأَ;فعل
765;أراب;بارَأَ;فعل
766;أربأ;أَبْرَأَ;فعل
767;أربت;تَبَرَّأَ;فعل
768;أرابت;تَبارَأَ;فعل
769;أربتسا;اِسْتَبْرَأَ;فعل
770;جرب;بَرَجَ;فعل
771;جرب;بَرِجَ;فعل
772;جربأ;أَبْرَجَ;فعل
773;جربت;تَبَرَّجَ;فعل
774;حرب;بَرَحَ;فعل
775;حرب;بَرِحَ;فعل
776;حرب;بَرَّحَ;فعل
777;حراب;بارَحَ;فعل
778;حربأ;أَبْرَحَ;فعل
779;حربت;تَبَرَّحَ;فعل
780;درب;بَرَدَ;فعل
781;درب;بَرُدَ;فعل
782;درب;بَرَّدَ;فعل
783;دربأ;أَبْرَدَ;فعل
784;دربت;تَبَرَّدَ;فعل
785;درتبا;اِبْتَرَدَ;فعل
786;دربتسا;اِسْتَبْرَدَ;فعل
787;رب;بَرَّ;فعل
788;رب;بَرَّ;فعل
789;رب;بَرَّ;فعل
790;ررب;بَرَّرَ;فعل
791;ربأ;أَبَرَّ;فعل
792;رابت;تَبارَّ;فعل
793;رتبا;اِبْتَرَّ;فعل
794;زرب;بَرَزَ;فعل
795;زرب;بَرُزَ;فعل
796;زرب;بَرَّزَ;فعل
797;زراب;بارَزَ;فعل
798;زربأ;أَبْرَزَ;فعل
799;زربت;تَبَرَّزَ;فعل
800;زرابت;تَبارَزَ;فعل
801;سرب;بَرَّسَ;فعل
802;شرب;بَرِشَ;فعل
803;شربا;اِبْرَشَّ;فعل
804;صرب;بَرِصَ;فعل
805;صرب;بَرَّصَ;فعل
806;صربأ;أَبْرَصَ;فعل
807;صربت;تَبَرَّصَ;فعل
808;ضرب;بَرَضَ;فعل
809;ضرب;بَرَّضَ;فعل
810;ضربأ;أَبْرَضَ;فعل
811;ضربت;تَبَرَّضَ;فعل
812;ضرتبا;اِبْتَرَضَ;فعل
813;عرب;بَرَعَ;فعل
814;عرب;بَرُعَ;فعل
815;عربت;تَبَرَّعَ;فعل
816;غرب;بَرِغَ;فعل
817;قرب;بَرَقَ;فعل
818;قرب;بَرِقَ;فعل
819;قرب;بَرَّقَ;فعل
820;قربأ;أَبْرَقَ;فعل
821;كرب;بَرَكَ;فعل
822;كرب;بَرَّكَ;فعل
823;كراب;بارَكَ;فعل
824;كربأ;أَبْرَكَ;فعل
825;كربت;تَبَرَّكَ;فعل
826;كرابت;تَبارَكَ;فعل
827;كرتبا;اِبْتَرَكَ;فعل
828;مرب;بَرَمَ;فعل
829;مرب;بَرِمَ;فعل
830;مربأ;أَبْرَمَ;فعل
831;مربت;تَبَرَّمَ;فعل
832;هرب;بَرِهَ;فعل
833;هربأ;أَبْرَهَ;فعل
834;ارب;بَرا;فعل
835;ىربأ;أَبْرَى;فعل
836;ىرب;بَرَى;فعل
837;ىراب;بارَى;فعل
838;ىربأ;أَبْرَى;فعل
839;ىربت;تَبَرَّى;فعل
840;ىرابت;تَبارَى;فعل
841;ىربنا;اِنْبَرَى;فعل
842;ىرتبا;اِبْتَرَى;فعل
843;جزب;بَزَجَ;فعل
844;جزب;بَزَّجَ;فعل
845;جزاب;بازَجَ;فعل
846;جزابت;تَبازَجَ;فعل
847;خزب;بَزَخَ;فعل
848;خزب;بَزِخَ;فعل
849;خزب;بَزَّخَ;فعل
850;خزابت;تَبازَخَ;فعل
851;خزبنا;اِنْبَزَخَ;فعل
852;رزب;بَزَرَ;فعل
853;رزب;بَزَّرَ;فعل
854;زب;بَزَّ;فعل
855;زتبا;اِبْتَزَّ;فعل
856;عزب;بَزُعَ;فعل
857;عزبت;تَبَزَّعَ;فعل
858;غزب;بَزَغَ;فعل
859;غزب;بَزَّغَ;فعل
860;غزتبا;اِبْتَزَغَ;فعل
861;قزب;بَزَقَ;فعل
862;لزب;بَزَلَ;فعل
863;لزب;بَزُلَ;فعل
864;لزب;بَزَّلَ;فعل
865;لزبت;تَبَزَّلَ;فعل
866;لزبنا;اِنْبَزَلَ;فعل
867;مزب;بَزَمَ;فعل
868;ازب;بَزا;فعل
869;يزب;بَزِيَ;فعل
870;ىزبأ;أَبْزَى;فعل
871;ىزابت;تَبازَى;فعل
872;أسب;بَسَأَ;فعل
873;ئسب;بَسِئَ;فعل
874;أسبأ;أَبْسَأَ;فعل
875;رسب;بَسَرَ;فعل
876;رساب;باسَرَ;فعل
877;رسبأ;أَبْسَرَ;فعل
878;رسبت;تَبَسَّرَ;فعل
879;رستبا;اِبْتَسَرَ;فعل
880;سب;بَسَّ;فعل
881;سبأ;أَبَسَّ;فعل
882;سبنا;اِنْبَسَّ;فعل
883;طسب;بَسَطَ;فعل
884;طسب;بَسُطَ;فعل
885;طسب;بَسَّطَ;فعل
886;طساب;باسَطَ;فعل
887;طسبت;تَبَسَّطَ;فعل
888;طسبنا;اِنْبَسَطَ;فعل
889;قسب;بَسَقَ;فعل
890;قسب;بَسَّقَ;فعل
891;قسبأ;أَبْسَقَ;فعل
892;قسبت;تَبَسَّقَ;فعل
893;لسب;بَسَلَ;فعل
894;لسب;بَسُلَ;فعل
895;لسب;بَسَّلَ;فعل
896;لساب;باسَلَ;فعل
897;لسبأ;أَبْسَلَ;فعل
898;لسبت;تَبَسَّلَ;فعل
899;لستبا;اِبْتَسَلَ;فعل
900;لسبتسا;اِسْتَبْسَلَ;فعل
901;مسب;بَسَمَ;فعل
902;مسبت;تَبَسَّمَ;فعل
903;مستبا;اِبْتَسَمَ;فعل
904;نسبأ;أَبْسَنَ;فعل
905;رشب;بَشَرَ;فعل
906;رشب;بَشُرَ;فعل
907;رشب;بَشِرَ;فعل
908;رشب;بَشَّرَ;فعل
909;رشاب;باشَرَ;فعل
910;رشبأ;أَبْشَرَ;فعل
911;رشبت;تَبَشَّرَ;فعل
912;رشابت;تَباشَرَ;فعل
913;رشبتسا;اِسْتَبْشَرَ;فعل
914;شب;بَشَّ;فعل
915;شبأ;أَبَشَّ;فعل
916;ششبت;تَبَشَّشَ;فعل
917;عشب;بَشِعَ;فعل
918;عشبأ;أَبْشَعَ;فعل
919;عشبتسا;اِسْتَبْشَعَ;فعل
920;قشب;بَشَقَ;فعل
921;كشب;بَشَكَ;فعل
922;كشبأ;أَبْشَكَ;فعل
923;كشتبا;اِبْتَشَكَ;فعل
924;مشب;بَشِمَ;فعل
925;مشبأ;أَبْشَمَ;فعل
926;رصب;بَصُرَ;فعل
927;رصب;بَصِرَ;فعل
928;رصب;بَصَّرَ;فعل
929;رصاب;باصَرَ;فعل
930;رصبأ;أَبْصَرَ;فعل
931;رصبت;تَبَصَّرَ;فعل
932;رصابت;تَباصَرَ;فعل
933;رصبتسا;اِسْتَبْصَرَ;فعل
934;صب;بَصَّ;فعل
935;صصب;بَصَّصَ;فعل
936;صصبت;تَبَصَّصَ;فعل
937;عصب;بَصَعَ;فعل
938;عصبت;تَبَصَّعَ;فعل
939;قصب;بَصَقَ;فعل
940;لصب;بَصَّلَ;فعل
941;لصبت;تَبَصَّلَ;فعل
942;مصب;بَصَمَ;فعل
943;اصب;بَصا;فعل
944;ضب;بَضَّ;فعل
945;ضب;بَضَّ;فعل
946;ضب;بَضَّ;فعل
947;ضضب;بَضَّضَ;فعل
948;ضضبت;تَبَضَّضَ;فعل
949;ضتبا;اِبْتَضَّ;فعل
950;عضب;بَضَعَ;فعل
951;عضب;بَضَّعَ;فعل
952;عضاب;باضَعَ;فعل
953;عضبأ;أَبْضَعَ;فعل
954;عضبت;تَبَضَّعَ;فعل
955;عضبنا;اِنْبَضَعَ;فعل
956;عضبتسا;اِسْتَبْضَعَ;فعل
957;ؤطب;بَطُؤَ;فعل
958;أطب;بَطَّأَ;فعل
959;أطبأ;أَبْطأَ;فعل
960;أطبت;تَبَطَّأَ;فعل
961;أطابت;تَباطَأَ;فعل
962;أطبتسا;اِسْتَبْطَأَ;فعل
963;حطب;بَطَحَ;فعل
964;حطب;بَطَّحَ;فعل
965;حطبأ;أَبْطَحَ;فعل
966;حطبت;تَبَطَّحَ;فعل
967;حطبنا;اِنْبَطَحَ;فعل
968;حطبتسا;اِسْتَبْطَحَ;فعل
969;خطبأ;أَبْطَخَ;فعل
970;خطبت;تَبَطَّخَ;فعل
971;رطب;بَطَرَ;فعل
972;رطب;بَطِرَ;فعل
973;رطبأ;أَبْطَرَ;فعل
974;شطب;بَطَشَ;فعل
975;شطاب;باطَشَ;فعل
976;طب;بَطَّ;فعل
977;ططب;بَطَّطَ;فعل
978;لطب;بَطَلَ;فعل
979;لطب;بَطُلَ;فعل
980;لطب;بَطِلَ;فعل
981;لطب;بَطَّلَ;فعل
982;لطبأ;أَبْطَلَ;فعل
983;لطبت;تَبَطَّلَ;فعل
984;نطب;بَطَنَ;فعل
985;نطب;بَطُنَ;فعل
986;نطب;بَطِنَ;فعل
987;نطب;بَطَّنَ;فعل
988;نطبأ;أَبْطَنَ;فعل
989;نطبت;تَبَطَّنَ;فعل
990;نطبتسا;اِسْتَبْطَنَ;فعل
991;رظب;بَظِرَ;فعل
992;ظب;بَظَّ;فعل
993;ظبأ;أَبَظَّ;فعل
994;اظب;بَظا;فعل
995;ثعب;بَعَثَ;فعل
996;ثعبت;تَبَعَّثَ;فعل
997;ثعابت;تَباعَثَ;فعل
998;ثعبنا;اِنْبَعَثَ;فعل
999;ثعتبا;اِبْتَعَثَ;فعل
1000;جعب;بَعَجَ;فعل
1001;جعب;بَعَّجَ;فعل
1002;جعبت;تَبَعَّجَ;فعل
1003;جعبنا;اِنْبَعَجَ;فعل
1004;دعب;بَعُدَ;فعل
1005;دعب;بَعِدَ;فعل
1006;دعب;بَعَّدَ;فعل
1007;دعاب;باعَدَ;فعل
1008;دعبأ;أَبْعَدَ;فعل
1009;دعبت;تَبَعَّدَ;فعل
1010;دعابت;تَباعَدَ;فعل
1011;دعتبا;اِبْتَعَدَ;فعل
1012;دعبتسا;اِسْتَبْعَدَ;فعل
1013;رعب;بَعَرَ;فعل
1014;رعاب;باعَرَ;فعل
1015;رعبأ;أَبْعَرَ;فعل
1016;صعب;بَعَصَ;فعل
1017;ضعب;بَعَضَ;فعل
1018;ضعب;بَعِضَ;فعل
1019;ضعب;بَعَّضَ;فعل
1020;ضعبأ;أَبْعَضَ;فعل
1021;ضعبت;تَبَعَّضَ;فعل
1022;طعب;بَعَطَ;فعل
1023;طعبأ;أَبْعَطَ;فعل
1024;عب;بَعَّ;فعل
1025;عب;بَعَّ;فعل
1026;قعب;بَعَقَ;فعل
1027;قعب;بَعَّقَ;فعل
1028;قعبت;تَبَعَّقَ;فعل
1029;قعبنا;اِنْبَعَقَ;فعل
1030;قعتبا;اِبْتَعَقَ;فعل
1031;كعب;بَعَكَ;فعل
1032;كعب;بَعِكَ;فعل
1033;لعب;بَعَلَ;فعل
1034;لعب;بَعِلَ;فعل
1035;لعاب;باعَلَ;فعل
1036;لعبت;تَبَعَّلَ;فعل
1037;لعابت;تَباعَلَ;فعل
1038;لعتبا;اِبْتَعَلَ;فعل
1039;لعبتسا;اِسْتَبْعَلَ;فعل
1040;اعب;بَعا;فعل
1041;ىعبأ;أَبْعَى;فعل
1042;ىعبتسا;اِسْتَبْعَى;فعل
1043;تغب;بَغَتَ;فعل
1044;تغاب;باغَتَ;فعل
1045;ثغب;بَغَثَ;فعل
1046;رغب;بَغَرَ;فعل
1047;رغب;بَغِرَ;فعل
1048;زغب;بَغَزَ;فعل
1049;شغب;بَغَشَ;فعل
1050;ضغب;بَغَضَ;فعل
1051;ضغب;بَغُضَ;فعل
1052;ضغب;بَغِضَ;فعل
1053;ضغب;بَغَّضَ;فعل
1054;ضغاب;باغَضَ;فعل
1055;ضغبأ;أَبْغَضَ;فعل
1056;ضغبت;تَبَغَّضَ;فعل
1057;ضغابت;تَباغَضَ;فعل
1058;غب;بَغَّ;فعل
1059;لغب;بَغُلَ;فعل
1060;لغب;بَغَّلَ;فعل
1061;مغب;بَغَمَ;فعل
1062;ىغب;بَغَى;فعل
1063;ىغاب;باغَى;فعل
1064;ىغبأ;أَبْغَى;فعل
1065;ىغبت;تَبَغَّى;فعل
1066;ىغابت;تَباغَى;فعل
1067;ىغبنا;اِنْبَغَى;فعل
1068;ىغتبا;اِبْتَغَى;فعل
1069;رقب;بَقَرَ;فعل
1070;رقب;بَقِرَ;فعل
1071;رقبت;تَبَقَّرَ;فعل
1072;رقبنا;اِنْبَقَرَ;فعل
1073;طقب;بَقَطَ;فعل
1074;طقب;بَقَّطَ;فعل
1075;طقبت;تَبَقَّطَ;فعل
1076;عقب;بَقِعَ;فعل
1077;عقب;بَقَّعَ;فعل
1078;عقبت;تَبَقَّعَ;فعل
1079;عقبنا;اِنْبَقَعَ;فعل
1080;عقتبا;اِبْتَقَعَ;فعل
1081;قب;بَقَّ;فعل
1082;قب;بَقَّ;فعل
1083;ققب;بَقَّقَ;فعل
1084;قبأ;أَبَقَّ;فعل
1085;لقب;بَقَلَ;فعل
1086;لقب;بَقَّلَ;فعل
1087;لقبأ;أَبْقَلَ;فعل
1088;لقبت;تَبَقَّلَ;فعل
1089;لقتبا;اِبْتَقَلَ;فعل
1090;يقب;بَقِيَ;فعل
1091;ىقب;بَقَّى;فعل
1092;ىقبأ;أَبْقَى;فعل
1093;ىقبت;تَبَقَّى;فعل
1094;ىقبتسا;اِسْتَبْقَى;فعل
1095;أكب;بَكَأَ;فعل
1096;ؤكب;بَكُؤَ;فعل
1097;أكبأ;أَبْكَأَ;فعل
1098;تكب;بَكَتَ;فعل
1099;تكب;بَكَّتَ;فعل
1100;ركب;بَكَرَ;فعل
1101;ركب;بَكِرَ;فعل
1102;ركب;بَكَّرَ;فعل
1103;ركاب;باكَرَ;فعل
1104;ركبأ;أَبْكَرَ;فعل
1105;ركبت;تَبَكَّرَ;فعل
1106;ركتبا;اِبْتَكَرَ;فعل
1107;سكب;بَكَسَ;فعل
1108;شكب;بَكَشَ;فعل
1109;عكب;بَكَعَ;فعل
1110;كب;بَكَّ;فعل
1111;كابت;تَباكَّ;فعل
1112;لكب;بَكَلَ;فعل
1113;لكب;بَكَّلَ;فعل
1114;لكبت;تَبَكَّلَ;فعل
1115;مكب;بَكُمَ;فعل
1116;مكب;بَكِمَ;فعل
1117;مكبت;تَبَكَّمَ;فعل
1118;ىكب;بَكَى;فعل
1119;ىكب;بَكَّى;فعل
1120;ىكبأ;أَبْكَى;فعل
1121;ىكابت;تَباكَى;فعل
1122;ىكبتسا;اِسْتَبْكَى;فعل
1123;تلب;بَلَتَ;فعل
1124;تلب;بَلَتَ;فعل
1125;تلب;بَلُتَ;فعل
1126;تلب;بَلِتَ;فعل
1127;تلبأ;أَبْلَتَ;فعل
1128;جلب;بَلَجَ;فعل
1129;جلب;بَلَجَ;فعل
1130;جلب;بَلِجَ;فعل
1131;جلبأ;أَبْلَجَ;فعل
1132;جلبت;تَبَلَّجَ;فعل
1133;جلبنا;اِنْبَلَجَ;فعل
1134;جلتبا;اِبْتَلَجَ;فعل
1135;حلب;بَلَحَ;فعل
1136;حلب;بَلَّحَ;فعل
1137;حلاب;بالَحَ;فعل
1138;حلبأ;أَبْلَحَ;فعل
1139;خلب;بَلِخَ;فعل
1140;خلبت;تَبَلَّخَ;فعل
1141;دلب;بَلَدَ;فعل
1142;دلب;بَلُدَ;فعل
1143;دلب;بَلِدَ;فعل
1144;دلب;بَلَّدَ;فعل
1145;دلبأ;أَبْلَدَ;فعل
1146;دلبت;تَبَلَّدَ;فعل
1147;سلبأ;أَبْلَسَ;فعل
1148;صلب;بَلَصَ;فعل
1149;صلب;بَلَّصَ;فعل
1150;صلاب;بالَصَ;فعل
1151;صلبت;تَبَلَّصَ;فعل
1152;طلب;بَلَطَ;فعل
1153;طلب;بَلَّطَ;فعل
1154;طلاب;بالَطَ;فعل
1155;طلبأ;أَبْلَطَ;فعل
1156;طلابت;تَبالَطَ;فعل
1157;علب;بَلَعَ;فعل
1158;علب;بَلِعَ;فعل
1159;علب;بَلَّعَ;فعل
1160;علبأ;أَبْلَعَ;فعل
1161;علبت;تَبَلَّعَ;فعل
1162;علتبا;اِبْتَلَعَ;فعل
1163;غلب;بَلَغَ;فعل
1164;غلب;بَلُغَ;فعل
1165;غلب;بَلَّغَ;فعل
1166;غلاب;بالَغَ;فعل
1167;غلبأ;أَبْلَغَ;فعل
1168;غلبت;تَبَلَّغَ;فعل
1169;غلابت;تَبالَغَ;فعل
1170;قلب;بَلَقَ;فعل
1171;قلب;بَلُقَ;فعل
1172;قلب;بَلِقَ;فعل
1173;قلب;بَلَّقَ;فعل
1174;قلبأ;أَبْلَقَ;فعل
1175;قلبنا;اِنْبَلَقَ;فعل
1176;قلولبا;اِبْلَوْلَقَ;فعل
1177;لب;بَلَّ;فعل
1178;لب;بَلَّ;فعل
1179;لب;بَلَّ;فعل
1180;للب;بَلَّلَ;فعل
1181;لبأ;أَبَلَّ;فعل
1182;للبت;تَبَلَّلَ;فعل
1183;لتبا;اِبْتَلَّ;فعل
1184;ملب;بَلِمَ;فعل
1185;ملب;بَلَّمَ;فعل
1186;ملبأ;أَبْلَمَ;فعل
1187;هلب;بَلِهَ;فعل
1188;هلبت;تَبَلَّهَ;فعل
1189;هلابت;تَبالَهَ;فعل
1190;الب;بَلا;فعل
1191;يلب;بَلِيَ;فعل
1192;ىلب;بَلَّى;فعل
1193;ىلاب;بالَى;فعل
1194;ىلبأ;أَبْلَى;فعل
1195;ىلتبا;اِبْتَلَى;فعل
1196;جنب;بَنَّجَ;فعل
1197;قنب;بَنَقَ;فعل
1198;قنب;بَنَّقَ;فعل
1199;كنب;بَنَّكَ;فعل
1200;كنبت;تَبَنَّكَ;فعل
1201;نب;بَنَّ;فعل
1202;ننب;بَنَّنَ;فعل
1203;نبأ;أَبَنَّ;فعل
1204;ىنب;بَنَى;فعل
1205;ىنبأ;أَبْنَى;فعل
1206;ىنبت;تَبَنَّى;فعل
1207;ىنبنا;اِنْبَنَى;فعل
1208;ىنتبا;اِبْتَنَى;فعل
1209;ىنبتسا;اِسْتَبْنَى;فعل
1210;أهب;بَهَأَ;فعل
1211;ئهب;بَهِئَ;فعل
1212;تهب;بَهَتَ;فعل
1213;تهب;بَهِتَ;فعل
1214;تهاب;باهَتَ;فعل
1215;تهابت;تَباهَتَ;فعل
1216;ثهب;بَهَثَ;فعل
1217;ثهابت;تَباهَثَ;فعل
1218;جهب;بَهَجَ;فعل
1219;جهب;بَهِجَ;فعل
1220;جهب;بَهَّجَ;فعل
1221;جهاب;باهَجَ;فعل
1222;جهبأ;أَبْهَجَ;فعل
1223;جهابت;تَباهَجَ;فعل
1224;جهتبا;اِبْتَهَجَ;فعل
1225;جهبتسا;اِسْتَبْهَجَ;فعل
1226;رهب;بَهَرَ;فعل
1227;رهاب;باهَرَ;فعل
1228;رهبأ;أَبْهَرَ;فعل
1229;رهبت;تَبَهَّرَ;فعل
1230;رهبنا;اِنْبَهَرَ;فعل
1231;رهتبا;اِبْتَهَرَ;فعل
1232;راهبا;اِبْهارَّ;فعل
1233;زهب;بَهَزَ;فعل
1234;زهاب;باهَزَ;فعل
1235;زهبأ;أَبْهَزَ;فعل
1236;زهبت;تَبَهَّزَ;فعل
1237;سهب;بَهَسَ;فعل
1238;شهب;بَهَشَ;فعل
1239;شهابت;تَباهَشَ;فعل
1240;شهتبا;اِبْتَهَشَ;فعل
1241;صهب;بَهِصَ;فعل
1242;صهبأ;أَبْهَصَ;فعل
1243;ضهب;بَهَضَ;فعل
1244;ضهبأ;أَبْهَضَ;فعل
1245;طهب;بَهَطَ;فعل
1246;ظهب;بَهَظَ;فعل
1247;ظهبأ;أَبْهَظَ;فعل
1248;قهب;بَهِقَ;فعل
1249;لهب;بَهَلَ;فعل
1250;لهب;بَهِلَ;فعل
1251;لهاب;باهَلَ;فعل
1252;لهبأ;أَبْهَلَ;فعل
1253;لهبت;تَبَهَّلَ;فعل
1254;لهابت;تَباهَلَ;فعل
1255;لهتبا;اِبْتَهَلَ;فعل
1256;لهبتسا;اِسْتَبْهَلَ;فعل
1257;مهبأ;أَبْهَمَ;فعل
1258;مهبت;تَبَهَّمَ;فعل
1259;مهبتسا;اِسْتَبْهَمَ;فعل
1260;اهب;بَها;فعل
1261;وهب;بَهُوَ;فعل
1262;يهب;بَهِيَ;فعل
1263;ىهب;بَهَّى;فعل
1264;ىهاب;باهَى;فعل
1265;ىهبأ;أَبْهَى;فعل
1266;ىهابت;تَباهَى;فعل
1267;ىهتبا;اِبْتَهَى;فعل
1268;ءاب;باءَ;فعل
1269;أوب;بَوَّأَ;فعل
1270;أواب;باوَأَ;فعل
1271;ءابأ;أَباءَ;فعل
1272;أوبت;تَبَوَّأَ;فعل
1273;أوابت;تَباوَأَ;فعل
1274;ءابتسا;اِسْتَباءَ;فعل
1275;باب;بابَ;فعل
1276;بوب;بَوَّبَ;فعل
1277;بوبت;تَبَوَّبَ;فعل
1278;ثاب;باثَ;فعل
1279;ثابأ;أَباثَ;فعل
1280;ثاتبا;اِبْتاثَ;فعل
1281;ثابتسا;اِسْتَباثَ;فعل
1282;جاب;باجَ;فعل
1283;جوب;بَوَّجَ;فعل
1284;جوبت;تَبَوَّجَ;فعل
1285;جابنا;اِنْباجَ;فعل
1286;حاب;باحَ;فعل
1287;حابأ;أَباحَ;فعل
1288;حابتسا;اِسْتَباحَ;فعل
1289;خاب;باخَ;فعل
1290;خابأ;أَباخَ;فعل
1291;راب;بارَ;فعل
1292;رابأ;أَبارَ;فعل
1293;راتبا;اِبْتارَ;فعل
1294;زاب;بازَ;فعل
1295;ساب;باسَ;فعل
1296;شاب;باشَ;فعل
1297;شوب;بَوَّشَ;فعل
1298;شواب;باوَشَ;فعل
1299;شوبت;تَبَوَّشَ;فعل
1300;شوابت;تَباوَشَ;فعل
1301;شابنا;اِنْباشَ;فعل
1302;صاب;باصَ;فعل
1303;صوب;بَوَّصَ;فعل
1304;صابنا;اِنْباصَ;فعل
1305;صابتسا;اِسْتَباصَ;فعل
1306;ضاب;باضَ;فعل
