ID;WORD;VOCALIZED;WORD_TYPE;ANTO_SET;ANTO_SET_VOCALIZED
290;أحزن;أَحْزَنَ;فعل;"سرّ;فرّح";"سَرَّ;فَرَّحَ"
291;إحسان;إِحْسَان;اسم;"إساءة";"إِسَاءَة"
292;أحسن ;أَحْسَنَ ;فعل;"أساء";"أَسَاءَ"
293;أحسن;أَحْسَن;اسم;"أسوء;أقبح";"أَسْوَء;أَقْبَح"
294;أحفى (اللحية أو الشوارب);أَحْفَى (اللَّحْيَةَ أَو الشَوَارِب);فعل;"عفى;أعفى;أطال";"عَفَى;أَعْفَى;أَطَالَ"
295;أحقر;أَحْقَرَ;فعل;"عظّم";"عَظَّمَ"
296;إحكام;إِحْكَام;اسم;"تهاون;استهتار;اسخفاف";"تَهَاوُن;اِسْتِهْتَار;اِسِْخْفَاف"
297;أحكم (العمل);أَحْكَمَ (العَمَلَ);فعل;"أهمل;تهاون (فيه);اسهتر (به);استخفّ (به)";"أَهْمَلَ;تَهَاوَنَ (فِيهِ);اِسَْهْتَرَ (بِهِ);اِسْتَخَفَّ (بِهِ)"
298;أحلى;أَحْلَى;فعل;"أبشع;أقبح";"أَبْشَع;أَقْبَح"
299;أحمى;أَحْمَى;فعل;"أبرد";"أَبْرَدَ"
300;إحماء;إِحْمَاء;اسم;"إبراد";"إِبْرَاد"
301;أحمس;أَحْمَس;اسم;"جبان";"جَبَان"
302;أحمش;أَحْمَشَ;فعل;"هدّأ";"هَدَّأَ"
303;أحمق;أَحْمَقٌ;اسم;"عاقل;لبيب;وقور;ذكي;حاذق";"عَاقِلٌ;لَبِيبٌ;وَقُورٌ;ذَكِيٌ;حَاذِقٌ"
304;أحن;أَحِنَ;فعل;"أحبّ";"أَحَبَّ"
305;أحن;أَحَنٌ;اسم;"حبّ;محبّة";"حُبٌّ;مَحَبَّةٌ"
306;إحناق;إِحْنَاقٌ;اسم;"حلم";"حِلْمٌ"
307;آحن;آحَنَ;فعل;"صادق";"صَادَقَ"
308;إحنة;إِحْنَةٌ;اسم;"محبة";"مَحَبَةٌ"
309;أحنق;أَحْنَقَ;فعل;"حلم";"حَلُمَ"
310;أحوب;أَحْوَبٌ;اسم;"بريء";"بَرِيءٌ"
311;أحيا;أَحْيَا;فعل;"أمات";"أَمَاتَ"
312;أحياء;أَحْيَاءٌ;اسم;"أموات";"أَمْوَاتٌ"
313;إحياء;إِحْيَاءٌ;اسم;"إماتة";"إِمَاتَةٌ"
314;أحيح;أَحِيحٌ;اسم;"رضى";"رِضَى"
315;أخ;أَخٌ;اسم;"عدو";"عَدُوٌ"
316;آخى;آخَى;فعل;"عادى";"عَادَى"
317;إخاء;إِخَاءٌ;اسم;"عداوة";"عَدَاوَةٌ"
318;أخاف;أَخَافَ;فعل;"طمأن;أمّن";"طَمْأَنَ;أَمَّنَ"
319;أخبى;أَخْبَى;فعل;"أشعل";"أَشْعَلَ"
320;إخباء;إِخْبَاءٌ;اسم;"إشعال";"إِشْعَالٌ"
321;أخبل;أَخْبَلٌ;اسم;"عاقل";"عَاقِلٌ"
322;اختال;اِخْتَالَ;فعل;"تواضع;اتّضع";"تَوَاضَعَ;اِتَّضَعَ"
323;اختبأ;اِخْتَبَأَ;فعل;"ظهر;بان";"ظَهَرَ;بَانَ"
324;اختباء;اِخْتِبَاءٌ;اسم;"ظهور";"ظُهُورٌ"
325;اختبال;اِخْتِبَالٌ;اسم;"تعقّل";"تَعَقُّلٌ"
326;اختبل;اِخْتَبَلَ;فعل;"عقل";"عَقَلَ"
327;اختبال;اِخْتِبَالٌ;اسم;"أمانة";"أَمَانَةٌ"
328;اختتام;اِختِتَامٌ;اسم;"ابتداء;افتتاح";"اِبْتِدَاءٌ;اِفْتِتَاحٌ"
329;اختتل;اِخْتَتَلَ;فعل;"أمن";"أَمُنَ"
330;اختصار;اِخْتِصَارٌ;اسم;"إسهاب;إطناب";"إِسْهَابٌ;إِطْنَابٌ"
331;اختصام;اِخْتِصَامٌ;اسم;"تصادق;صداقة";"تَصَادُقٌ;صَدَاقَةٌ"
332;اختصر;اِخْتَصَرَ;فعل;"أسهب;أطنب";"أَسْهَبَ;أَطْنَبَ"
333;اختصم;اِخْتَصَمَ;فعل;"تصادق";"تَصَادَقَ"
334;اختفى;اِخْتَفَى;فعل;"ظهر;بان;بدا";"ظَهَرَ;بَانَ;بَدَا"
335;اختفاء;اِخْتِفَاءٌ;اسم;"ظهور;بروز";"ظُهُورٌ;بُرُوزٌ"
336;اختلاب;اِخْتِلاَبٌ;اسم;"أمانة";"أَمَانَةٌ"
337;اختلاج;اِخْتِلاَجٌ;اسم;"سكينة;هدوء";"سَكِينَةٌ;هُدُوءٌ"
338;اختلاس;اِخْتِلاَسٌ;اسم;"أمانة";"أَمَانَةٌ"
339;اختلاف;اِخْتِلاَفٌ;اسم;"توافق;اتفاق";"تَوَافُقٌ;اِتِفَاقٌ"
340;اختلب;اِخْتَلَبَ;فعل;"أمن";"أَمِنَ"
341;اختلج;اِخْتَلَجَ;فعل;"سكن;هدأ";"سَكَنَ;هَدَأَ"
342;اختلس;اِخْتَلَسَ;فعل;"أمن";"أَمِنَ"
343;اختلف;اِخْتَلَفَ;فعل;"توافق;اتّفق";"تَوَافَقَ;اِتَّفَقَ"
344;اختيال;اِخْتِيَالٌ;اسم;"تواضع";"تَوَاضُعٌ"
345;إخدار;إِخْدَارٌ;اسم;"ارتحال";"اِرْتِحَالٌ"
346;أخدر (بالمكان);أَخْدَرَ (بِالمَكَانِ);فعل;"ارتحل (عنه)";"اِرْتَحَلَ (عَنْهُ)"
347;أخذ;أَخْذٌ;اسم;"عطاء;نوال;مناولة";"عَطَاءٌ;نَوَالٌ;مُنُاوَلَةٌ"
348;آخذ;آخَذَ;فعل;"سامح";"سَامَحَ"
349;أخذ;أَخَذَ;فعل;"أعطى ;ناول";"أَعْطَى ;نَاوَلَ"
350;آخذ;آخِذٌ;اسم;"معطي;مناول";"مُعْطِي;مُنَاوِلٌ"
351;أخر;أَخَّرَ;فعل;"عجّل ;قدّم";"عَجَّلَ ;قَدَّمَ"
352;آخر;آخِرٌ;اسم;"أول";"أَوَلٌ"
353;إخراج;إِخْرَاجٌ;اسم;"إدخال";"إِدْخَالٌ"
354;أخرب (المكان);أَخْرَبَ (المَكَانُ);فعل;"امتلأ";"اِمْتَلأَ"
355;آخرة;آخِرَةُ;اسم;"دنيا";"دُنْيَا"
356;أخرج;أَخْرَجَ;فعل;"أدخل";"أَدْخَلَ"
357;أخرق;أَخْرَقٌ;اسم;"حاذق;ماهر;بارع";"حَاذِقٌ;مَاهِرٌ;بَارِعٌ"
358;آخر;آخَرٌ;اسم;"أوّل";"أَوَّلٌ"
359;أخروي;أُخْرَوِيٌّ;اسم;"دنيويّ";"دُنْيَوِيٌّ"
360;إخزان;إِخْزَانٌ;اسم;"افتقار";"اِفْتِقَارٌ"
361;أخزن;أَخْزَنَ;فعل;"افتقر";"اِفْتَقَرَ"
362;إخساس;إِخْسَاسٌ;اسم;"تعظيم;احترام";"تَعْظَيمٌ;اِحْترَامٌ"
363;أخس;أَخَسَّ;فعل;"عظّم;احترم";"عَظَّمَ;اِحْتَرَمَ"
364;أخسر;أَخْسَرَ;فعل;"أربح";"أَرْبَحَ"
365;اخشوشن;اِخْشَوْشَنَ;فعل;"تنعّم";"تَنَعَّمَ"
366;اخشيشان;اِخْشِيشَانٌ;اسم;"تنعّم";"تَنَعُّمُ"
367;أخصب;أَخْصَبَ;فعل;"أجدب ;أمحل";"أَجْدَبَ ;أَمْحَلَ"
368;اخضر;اِخْضَرَّ;فعل;"يبس";"يَبِسَ"
369;أخضر;أَخْضَرٌ;اسم;"يابس";"يَابِسٌ"
370;اخضرار;اِخْضِرَارٌ;اسم;"يباس";"يَبَاسٌ"
371;إخضال;إِخْضَالٌ;اسم;"جفاف";"جَفَافٌ"
372;أخضل;أَخْضَلَ;فعل;"جفّ";"جَفَّ"
373;اخضل;اِخْضَلَّ;فعل;"جفّ";"جَفَّ"
374;اخضلال;اِخْضِلاَلٌ;اسم;"جفاف";"جَفَافٌ"
375;أخضم (في العطاء);أَخْضَمَ (فِي العَطَاءِ);فعل;"قلّل";"قَلَّلَ"
376;اخضوضر;اِخْضَوْضَرَ;فعل;"يبس";"يَبِسَ"
377;اخضوضل;اِخْضَوْضَلَ;فعل;"جفّ";"جَفَّ"
378;أخطأ;أَخْطَأَ;فعل;"أصاب";"أَصَابَ"
379;أخفى;أَخْفَى;فعل;"أظهر;أبدى";"أَظْهَرَ;أَبْدَى"
380;إخفاء;إِخْفَاءٌ;اسم;"إظهار";"إِظْهَارٌ"
381;إخفاق;إِخْفَاقٌ;اسم;"نجاح;فلاح";"نَجَاحٌ;فَلاَحٌ"
382;أخفش;أَخْفَشٌ;اسم;"أعشى";"أَعْشَى"
383;أخفق;أَخْفَقَ;فعل;"نجح;برع";"نَجَحَ;بَرَعَ"
384;أخلى;أَخْلَى;فعل;"سكن;أقام";"سَكَنَ;أَقَامَ"
385;إخلاد;إِخْلاَدٌ;اسم;"ارتحال";"اِرْتِحَال"
386;إخلاص;إِخْلاَصٌ;اسم;"خداع;غشّ";"خِدَاعٌ;غِشٌّ"
387;أخلاط;أَخْلاَطٌ;اسم;"أفاضل (النّاس);أعيان;أماثل;صفوت";"أَفَاضِلُ (النَّاسِ);أَعْيَانُ;أَمَاثِلُ;صَفْوَتُ"
388;إخلاف;إِخْلاَفٌ;اسم;"وفاء";"وَفَاءٌ"
389;إخلاق;إِخْلاَقٌ;اسم;"جدّة";"جِدَّةٌ"
390;أخلد;أَخْلَدَ;فعل;"ارتحل;هجر";"اِرْتَحَلَ;هَجَرَ"
391;أخلص;أَخْلَصَ;فعل;"خدع;غشّ";"خَدَعَ;غَشَّ"
392;أخلف;أَخْلَفَ;فعل;"وفى;أتمّ";"وَفَى;أَتَمَّ"
393;أخلق;أَخْلَقَ;فعل;"جدّ";"جَدَّ"
394;أخمد ;أَخْمَدَ ;فعل;"أجّج;أضرم;أوقد";"أَجَّجَ;أَضْرَمَ;أَوْقَدَ"
395;أخن;أَخَنٌّ;اسم;"أغنّ";"أَغَنٌّ"
396;أخنس;أَخْنَسٌ;اسم;"أفطس";"أَفْطَسٌ"
397;أخوة;أُخُوَةٌ;اسم;"عداوة";"عَدَاوَةٌ"
398;أخيذ;أَخِيذٌ;اسم;"حرّ";"حُرٌّ"
399;أخير;أَخِيرٌ;اسم;"أول";"أَوَلٌ"
400;أدى;أَدَّى;فعل;"بخس";"بَخَسَ"
401;أدام;أَدَامَ;فعل;"أفنى ;بدّل";"أَفْنَى ;بَدَّلَ"
402;إدامة;إِدَامَةٌ;اسم;"إفناء;إزالة";"إِفْنَاءٌ;إِزَالَةٌ"
403;إدانة;إِدَانَةٌ;اسم;"براءة;تبرئة";"بَرَاءَةٌ;تَبْرِئَةٌ"
404;أدب;أَدَبٌ;اسم;"خلاعة";"خَلاَعَةٌ"
405;إدبار;إِدْبَارٌ;اسم;"إقبال";"إِقْبَالٌ"
406;أدبر;أَدْبَرَ;فعل;"أقبل";"أَقْبَلَ"
407;إدحاض;إِدْحَاضٌ;اسم;"تأييد";"تَأْييدُ"
408;أدحض;أَدْحَضَ;فعل;"أيّد";"أَيَّدَ"
409;إدخال;إِدْخَالٌ;اسم;"إستخراج;إخراج";"إِسْتِخْرَاجٌ;إِخْرَاجٌ"
410;أدخل;أَدْخَلَ;فعل;"أخرج;استخرج";"أَخْرَجَ;اِسْتَخْرَجَ"
411;إدراك;إِدْرَاكٌ;اسم;"تقصير";"تَقْصِيرٌ"
412;أدرك;أَدْرَكَ;فعل;"قصّر";"قَصَّرَ"
413;إدغام;إِدْغَامٌ;اسم;"فكّ;فصل";"فَكٌّ;فَصْلٌ"
414;أدغم;أَدْغَمَ;فعل;"فكّ";"فَكَّ"
415;أدفأ;أَدْفَأَ;فعل;"أبرد";"أَبْرَدَ"
416;أدم (لونه);أَدُمَ (لَوْنُهُ);فعل;"ابيضّ";"اِبْيَضَّ"
417;إدمال;إِدْمَالٌ;اسم;"إفساد;إهمال";"إِفْسَادٌ;إِهْمَالٌ"
418;أدمل;أدْمَلَ;فعل;"أفسد;أهمل";"أَفْسَدَ;أَهْمَلَ"
419;آدمي;آدَمِيٌ;اسم;"رذيل";"رَذِيلٌ"
420;أدن;أَدَنَّ;فعل;"ارتحل";"اِرْتَحَلَ"
421;أدنى;أَدْنَى;فعل;"أبعد";"أَبْعَدَ"
422;أدنى ;أَدْنَى ;اسم;"أبعد";"أَبْعَدُ"
423;أدنون;أَدْنَوْنَ;اسم;"أبعدون";"أَبْعَدُونَ"
424;أدهق;أَدْهَقَ;فعل;"أفرغ";"أَفْرَغَ"
425;أديب;أَدِيبٌ;اسم;"ماجن;خليع;متهتّك";"مَاجِنٌ;خَلِيعٌ;مُتَهَتِّكٌ"
426;أديد;أَدِيدٌ;اسم;"هدوء;سكينة";"هُدُوءٌ;سَكِينَةٌ"
427;آذى ;آذَى ;فعل;"نفع";"نَفَعَ"
428;أذى ;أَذَى ;اسم;"نفع;فائدة";"نَفْعٌ;فَائِدَةٌ"
429;أذاب;أَذابَ;فعل;"جمّد";"جَمَّدَ"
430;إذابة;إِذَابَةٌ;اسم;"تجميد";"تَجْمِيدٌ"
431;أذاع;أَذَاعَ;فعل;"كتم;أخفى;أضمر";"كَتَمَ;أَخْفَى;أَضْمَرَ"
432;إذعان;إِذْعَانٌ;اسم;"تمرد";"تَمَرُدٌ"
433;أذعن;أَذْعَنَ;فعل;"تمرّد";"تَمَرَّدَ"
434;أذكى;أَذْكَى;فعل;"أخمد";"أَخْمَدَ"
435;إذكاء;إِذْكَاءٌ;اسم;"إخماد";"إِخْمَادٌ"
436;أذل ;أَذَلَّ ;فعل;"أعزّ";"أَعَزَّ"
437;إذلال;إِذْلاَلٌ;اسم;"عزّة;إبأء";"عِزَّةٌ;إِبَأءٌ"
438;أذلال;أَذْلاَلٌ;اسم;"أوائل";"أَوَائِلٌ"
439;أذن;أَذِنَ;فعل;"منع";"مَنَعَ"
440;إذن;إِذنٌ;اسم;"منع";"مَنْعٌ"
441;أذنب;أَذْنَبَ;فعل;"برّأ";"بَرَّأَ"
442;أذية;أَذِيَّةٌ;اسم;"نفع;فائدة";"نَفْعٌ;فَائِدَةٌ"
443;أراح;أَرَاحَ;فعل;"أعيا;أتعب";"أَعْيَا;أَتْعَبَ"
444;أراد;أَرَادَ;فعل;"رغب (عنه);عاف";"رَغِبَ (عَنْهُ);عَافَ"
445;أرب;أَرَبٌ;اسم;"كفاية";"كِفَايَةٌ"
446;إرباس;إِرْبَاسٌ;اسم;"مصادقة";"مُصَادَقَةٌ"
447;أربح;أَرْبَحَ;فعل;"أخسر;خسّر";"أَخْسَرَ;خَسَّرَ"
448;أربس;أَرْبَسَ;فعل;"صادق";"صَادَقَ"
449;ارتاب;اِرْتَابَ;فعل;"تأكّد;وثق";"تَأَكَّدَ;وَثِقَ"
450;ارتاح;اِرْتَاحَ;فعل;"تعب";"تَعِبَ"
451;ارتحال;اِرْتِحَالٌ;اسم;"إقامة";"إِقَامَةٌ"
452;ارتحل;اِرْتَحَلَ;فعل;"أقام";"أَقَامَ"
453;ارتخى ;اِرْتَخَى ;فعل;"تشدّد;صلب";"تَشَدَّدَ;صَلُبَ"
454;ارتخاء;اِرْتِخَاءٌ;اسم;"تشدد";"تَشَدُدٌ"
455;ارتد (عليه);اِرْتَدَ (عَلَيْهِ);فعل;"تراجع";"تَرَاجَعَ"
456;ارتد (عنه);اِرْتَدَ (عَنْهُ);فعل;"هجم (عليه)";"هَجَمَ (عَلَيْهِ)"
457;ارتدى;اِرْتَدَى;فعل;"خلع";"خَلَعَ"
458;ارتداد;اِرْتِدَادٌ;اسم;"هجوم";"هُجُومٌ"
459;ارتشاف;اِرْتِشَافٌ;اسم;"عبّ";"عَبٌّ"
460;ارتشف;اِرْتَشَفَ;فعل;"عبّ";"عَبَّ"
461;ارتضى;اِرْتَضَى;فعل;"رفض";"رَفَضَ"
462;ارتفاع;اِرْتِفَاعٌ;اسم;"سّقوط;انخفاض";"سُّقُوطٌ;اِنْخِفَاضٌ"
463;ارتفع;اِرْتَفَعَ;فعل;"سقط;هبط;انخفض";"سَقَطَ;هَبَطَ;اِنْخَفَضَ"
464;ارتقى;اِرْتَقَى;فعل;"انحدر;نزل ;هبط";"اِنْحَدَرَ;نَزَلَ ;هَبَطَ"
465;ارتقاء;اِرْتِقَاءٌ;اسم;"نزول;هبوط";"نُزُولٌ;هُبُوطٌ"
466;ارتوى;اِرْتَوَى;فعل;"عطش";"عَطِشَ"
467;ارتواء;اِرْتِوَاءٌ;اسم;"عطش;أوار";"عَطَشٌ;أُوَارٌ"
468;ارتياب;اِرْتِيَابٌ;اسم;"تأكد;يقين;تيقّن;وثوق";"تَأَكُدٌ;يَقِينٌ;تَيَقُّنٌ;وُثُوقٌ"
469;ارتياح;اِرْتِيَاحٌ;اسم;"تعب;انزعاج";"تَعَبٌ;اِنْزِعَاجٌ"
470;أرث;أَرَّثَ;فعل;"أطفأ;أخمد";"أَطْفَأَ;أَخْمَدَ"
471;أرج;أَرَّجَ;فعل;"أخمد";"أَخْمَدَ"
472;أرجأ;أَرْجَأَ;فعل;"عجّل";"عَجَّلَ"
473;إرجاء;إِرْجَاءٌ;اسم;"تعجيل";"تَعْجِيلٌ"
474;أرحب;أَرْحَبَ;فعل;"ضاق";"ضَاقَ"
475;أرخى;أَرْخَى;فعل;"رفع";"رَفَعَ"
476;أردأ;أَرْدَأٌ;اسم;"أفضل;صفوة";"أَفْضَلٌ;صَفْوَةٌ"
477;أرسى;أَرْسَى;فعل;"زعزع";"زَعْزَعَ"
478;إرشاد;إِرْشَادٌ;اسم;"ضّلال";"ضَّلاَلٌ"
479;أرشد;أَرْشَدَ;فعل;"أضلّ";"أَضَلَّ"
480;أرصى;أَرْصَى;فعل;"غادر";"غَادَرَ"
481;إرصاء;إِرْصَاءٌ;اسم;"مغادرة";"مُغَادَرَةٌ"
482;أرض;أَرْضٌ;اسم;"سماء;جوّ;فضاء";"سَمَاءٌ;جَوٌّ;فَضَاءٌ"
483;أرعن;أَرْعَنٌ;اسم;"حليم;وقور";"حَلِيمٌ;وَقُورٌ"
484;ارعوى (عن الجهل);اِرْعَوَى (عَنِ الجَهْلِ);فعل;"تمادى";"تَمَادَى"
485;إرغام;إِرْغَامٌ;اسم;"تخيير";"تَخْيِيرٌ"
486;أرغب (عن الشيء);أَرْغَبَ (عَنِ الشَّيْءِ);فعل;"أرغب (فيه)";"أَرْغَبَ (فِيهِ)"
487;أرغب (في الشيء);أَرْغَبَ (فِي الشَّيْءِ);فعل;"أرغب (عنه)";"أَرْغَبَ (عَنْهُ)"
488;أرغد;أَرْغَدَ;فعل;"خشن";"خَشُنَ"
489;أرغم;أَرْغَمَ;فعل;"خيّر";"خَيَّرَ"
490;أرق;أَرِقَ;فعل;"نام;رقد";"نَامَ;رَقَدَ"
491;أرق;أَرَقٌ;اسم;"نوم;رقاد";"نَوْمٌ;رُقَادٌ"
492;أرق;أَرِقٌ;اسم;"نائم;راقد";"نَائِمٌ;رَاقِدٌ"
493;إرهاق;إِرْهَاقٌ;اسم;"راحة";"رَاحَةٌ"
494;أرهق;أَرْهَقَ;فعل;"أراح";"أَرَاحَ"
495;أروى;أَرْوَى;فعل;"عطّش";"عَطَّشَ"
496;إرواء;إِرْوَاءٌ;اسم;"عطش";"عَطَشٌ"
497;أري;أَرْيٌ;اسم;"حنظل;شري";"حَنْظَلٌ;شَرْيٌ"
498;أريب;أَرِيبٌ;اسم;"مغفل;أحمق";"مُغَفَلٌ;أَحْمَقٌ"
499;أريج;أَرِيجٌ;اسم;"ريح (كريهة)";"رِيحٌ (كَرِيهَةٌ)"
500;أزاد;أَزَادَ;فعل;"أنقص";"أَنْقَصَ"
501;إزب;إِزْبٌ;اسم;"طويل";"طَوِيلٌ"
502;ازداد;اِزْدَادَ;فعل;"نقص";"نَقَصَ"
503;ازدحم;اِزْدَحَمَ;فعل;"خلا;فرغ";"خَلاَ;فَرَغَ"
504;ازدهار;اِزْدِهَارٌ;اسم;"انحطاط";"اِنْحِطَاطٌ"
505;آزر;آزَرَ;فعل;"خذل";"خَذَلَ"
506;أزر;أَزَرَ;فعل;"أضعف;خذل";"أَضْعَفَ;خَذَلَ"
507;ازعاج;اِزْعَاجٌ;اسم;"راحة";"رَاحَةٌ"
508;أزعج;أَزْعَجَ;فعل;"أراح";"أَرَاحَ"
509;أزف;أَزِفَ;فعل;"بعد";"بَعُدَ"
510;أزلي;أَزَلِيٌّ;اسم;"فاني;زائل";"فَانِيٌ;زَائِلٌ"
511;أزم;أَزَّمَ;فعل;"حلّ";"حَلَّ"
512;أزمة;أَزْمَةٌ;اسم;"رخاء;فرج";"رَخَاءٌ;فَرَجٌ"
513;ازور;اِزْوَرَّ;فعل;"حدّق";"حَدَّقَ"
514;ازورار;اِزْوِرَارٌ;اسم;"تحديق";"تَحْدِيقٌ"
515;أزوف;أُزُوفٌ;اسم;"بعد";"بُعْدٌ"
516;أساء;أَسَاءَ;فعل;"أحسن";"أَحْسَنَ"
517;أسى ;أَسَى ;اسم;"فرح;حبور;سرور";"فَرَحٌ;حُبُورٌ;سُرُورٌ"
518;إساءة;إِسَاءَةٌ;اسم;"إحسان;فرح";"إِحْسَانٌ;فَرَحٌ"
519;أساء;أَسَاءَ;فعل;"أفرح";"أَفْرَحَ"
520;إسبال;إِسْبَالٌ;اسم;"رفع";"رَفْعٌ"
521;أسبل;أَسْبَلَ;فعل;"رفع";"رَفَعَ"
522;استاء (من);اِسْتَاءَ (مِن);فعل;"رضي (عن)";"رَضِيَ (عَن)"
523;استأخر ;اِسْتَأْخَرَ ;فعل;"استقدم;استعجل";"اِسْتَقْدَمَ;اِسْتَعْجَلَ"
524;استئناس;اِسْتِئْنَاسٌ;اسم;"توحّش";"تَوَحُّشٌ"
525;استأنس;اِسْتَأْنَسَ;فعل;"استوحش";"اِسْتَوْحَشَ"
526;استبانة;اِسْتِبَانَةٌ;اسم;"إخفاء";"إِخْفَاءٌ"
527;استبد;اِسْتَبَدَّ;فعل;"عدل;أنصف";"عَدَلَ;أَنْصَفَ"
528;استبداد;اِسْتِبْدَادٌ;اسم;"عدل;إنصاف";"عَدْلٌ;إِنْصَافٌ"
